model,model_label,data_file,core_var,core_var_cn,coef_core,se_core,t_core,p_core,stars_core,r2_model,nobs
滞后一期,滞后一期,第二阶段_滞后一期.csv,lntl,夜间灯光强度,0.18243705227478868,0.06983418730316453,2.612431809119393,0.009683103174560115,***,0.2576414991031918,240
winsor_1pct,1%缩尾,第二阶段_滞后一期.csv,lntl,夜间灯光强度,0.17104752199851586,0.062363397262946124,2.7427550374993053,0.006654361041223078,***,0.21092405564848615,240
winsor_5pct,5%缩尾,第二阶段_滞后一期.csv,lntl,夜间灯光强度,0.12245689501790967,0.07027603498440013,1.742512864379623,0.08297924674620871,*,0.1420566221551811,240
基准回归,滞后一期,第二阶段_滞后一期.csv,lntl_1,当期夜间灯光强度,0.187338980602337,0.07308038795019647,2.563464506099866,0.011109063901224792,**,0.2681073740897475,240
