GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,light_mean
CHN.4.1_1,CHN,China,CHN.4_1,Fujian,福建,Fuzhou,Fúzhōu,福州市,Dìjíshì,Prefecture City,NA,NA,3.15855510950753
CHN.4.2_1,CHN,China,CHN.4_1,Fujian,福建,Longyan,Lóngyán,龙岩市,Dìjíshì,Prefecture City,NA,NA,0.498820050416515
CHN.4.3_1,CHN,China,CHN.4_1,Fujian,福建,Nanping,Nánpíng,南平市,Dìjíshì,Prefecture City,NA,NA,0.345185076665575
CHN.4.4_1,CHN,China,CHN.4_1,Fujian,福建,Ningde,Níngdé,宁德市,Dìjíshì,Prefecture City,NA,NA,0.957322324588187
CHN.4.5_1,CHN,China,CHN.4_1,Fujian,福建,Putian,Pútián,莆田市,Dìjíshì,Prefecture City,NA,NA,3.40294959853383
CHN.4.6_1,CHN,China,CHN.4_1,Fujian,福建,Quanzhou,Quánzhōu,泉州市,Dìjíshì,Prefecture City,NA,NA,3.84892345263474
CHN.4.7_1,CHN,China,CHN.4_1,Fujian,福建,Sanming,Sānmíng,三明市,Dìjíshì,Prefecture City,NA,NA,0.323713968622157
CHN.4.8_1,CHN,China,CHN.4_1,Fujian,福建,Xiamen,Xiàmén,厦门市,Dìjíshì,Prefecture City,NA,NA,16.3996928944968
CHN.4.9_1,CHN,China,CHN.4_1,Fujian,福建,Zhangzhou,Zhāngzhōu,漳州市,Dìjíshì,Prefecture City,NA,NA,2.24200336009478
CHN.5.1_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Baiyin,Báiyín,白银市,Dìjíshì,Prefecture City,NA,NA,0.19831210938711
CHN.5.2_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Dingxi,Dìngxī,定西市,Dìjíshì,Prefecture City,NA,NA,0.203730925496639
CHN.5.3_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Gannan Tibetan,Gānnán Zàngzú,甘南藏族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,0.0478843823856079
CHN.5.4_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Jiayuguan,Jiāyùguān,嘉峪关市,Dìjíshì,Prefecture City,NA,NA,1.67854015362199
CHN.5.5_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Jinchang,Jīnchāng,金昌市,Dìjíshì,Prefecture City,NA,NA,0.347912114063717
CHN.5.6_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Jiuquan,Jiǔquán,酒泉市,Dìjíshì,Prefecture City,NA,NA,0.0469739154862868
CHN.5.7_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Lanzhou,Lánzhōu,兰州市,Dìjíshì,Prefecture City,NA,NA,1.13504441601033
CHN.5.8_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Linxia Hui,Línxià Huizù,临夏回族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,0.326810559830612
CHN.5.9_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Longnan,Lǒngnán,陇南市,Dìjíshì,Prefecture City,NA,NA,0.103451892243123
CHN.5.10_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Pingliang,Píngliáng,平凉市,Dìjíshì,Prefecture City,NA,NA,0.306048069428881
CHN.5.11_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Qingyang,Qìngyáng,庆阳市,Dìjíshì,Prefecture City,NA,NA,0.349807142995354
CHN.5.12_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Tianshui,Tiānshuǐ,天水市,Dìjíshì,Prefecture City,NA,NA,0.302099266492222
CHN.5.13_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Wuwei,Wǔwēi,武威市,Dìjíshì,Prefecture City,NA,NA,0.107528808341527
CHN.5.14_1,CHN,China,CHN.5_1,Gansu,甘肅|甘肃,Zhangye,Zhāngyè,张掖市,Dìjíshì,Prefecture City,NA,NA,0.0926455347724231
CHN.6.1_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Chaozhou,Cháozhōu,潮州市,Dìjíshì,Prefecture City,NA,NA,3.32057099882006
CHN.6.2_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Dongguan,Dōngguǎn,东莞市,Dìjíshì,Prefecture City,NA,NA,21.5950886648513
CHN.6.3_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Foshan,Fóshān,佛山市,Dìjíshì,Prefecture City,NA,NA,11.2027891700633
CHN.6.4_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Guangzhou,Guǎngzhōu,广州市,Dìjíshì,Prefecture City,NA,NA,10.1716832396239
CHN.6.5_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Heyuan,Héyuán,河源市,Dìjíshì,Prefecture City,NA,NA,0.608915245991969
CHN.6.6_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Huizhou,Huìzhōu,惠州市,Dìjíshì,Prefecture City,NA,NA,3.08780163773466
CHN.6.7_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Jiangmen,Jiāngmén,江门市,Dìjíshì,Prefecture City,NA,NA,2.62863009294005
CHN.6.8_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Jieyang,Jiēyáng,揭阳市,Dìjíshì,Prefecture City,NA,NA,3.63795936289395
CHN.6.9_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Maoming,Màomíng,茂名市,Dìjíshì,Prefecture City,NA,NA,1.24358686220056
CHN.6.10_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Meizhou,Méizhōu,梅州市,Dìjíshì,Prefecture City,NA,NA,0.717174194341739
CHN.6.11_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Qingyuan,Qīngyuǎn,清远市,Dìjíshì,Prefecture City,NA,NA,0.760884615680466
CHN.6.12_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Shantou,Shàntóu,汕头市,Dìjíshì,Prefecture City,NA,NA,9.62046942329793
CHN.6.13_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Shanwei,Shànwěi,汕尾市,Dìjíshì,Prefecture City,NA,NA,2.77949126633408
CHN.6.14_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Shaoguan,Sháoguān,韶关市,Dìjíshì,Prefecture City,NA,NA,0.509439055220085
CHN.6.15_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Shenzhen,Shēnzhèn,深圳市,Dìjíshì,Prefecture City,NA,NA,25.8014875076854
CHN.6.16_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Yangjiang,Yángjiāng,阳江市,Dìjíshì,Prefecture City,NA,NA,1.15013072759042
CHN.6.17_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Yunfu,Yúnfú,云浮市,Dìjíshì,Prefecture City,NA,NA,0.8368132138271
CHN.6.18_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Zhanjiang,Zhànjiāng,湛江市,Dìjíshì,Prefecture City,NA,NA,1.86155556685604
CHN.6.19_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Zhaoqing,Zhàoqìng,肇庆市,Dìjíshì,Prefecture City,NA,NA,0.963082624688415
CHN.6.20_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Zhongshan,Zhōngshān,中山市,Dìjíshì,Prefecture City,NA,NA,12.5456591717859
CHN.6.21_1,CHN,China,CHN.6_1,Guangdong,廣東|广东,Zhuhai,Zhūhǎi,珠海市,Dìjíshì,Prefecture City,NA,NA,10.638271110512
CHN.7.1_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Baise,Bǎisè,百色市,Dìjíshì,Prefecture City,NA,NA,0.197727781490763
CHN.7.2_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Beihai,Běihǎi,北海市,Dìjíshì,Prefecture City,NA,NA,1.87014858135437
CHN.7.3_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Chongzuo,Chóngzuǒ,崇左市,Dìjíshì,Prefecture City,NA,NA,0.313499181148318
CHN.7.4_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Fangchenggang,Fángchénggǎng,防城港市,Dìjíshì,Prefecture City,NA,NA,0.755942467862715
CHN.7.5_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Guigang,Guìgǎng,贵港市,Dìjíshì,Prefecture City,NA,NA,0.620896849467323
CHN.7.6_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Guilin,Guìlín,桂林市,Dìjíshì,Prefecture City,NA,NA,0.306329646518503
CHN.7.7_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Hechi,Héchí,河池市,Dìjíshì,Prefecture City,NA,NA,0.132652154910788
CHN.7.8_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Hezhou,Hèzhōu,贺州市,Dìjíshì,Prefecture City,NA,NA,0.305860774973327
CHN.7.9_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Laibin,Láibīn,来宾市,Dìjíshì,Prefecture City,NA,NA,0.332862607733901
CHN.7.10_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Liuzhou,Liǔzhōu,柳州市,Dìjíshì,Prefecture City,NA,NA,0.744369749746281
CHN.7.11_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Nanning,Nánníng,南宁市,Dìjíshì,Prefecture City,NA,NA,1.26359938973165
CHN.7.12_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Qinzhou,Qīnzhōu,钦州市,Dìjíshì,Prefecture City,NA,NA,0.570773915031579
CHN.7.13_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Wuzhou,Wúzhōu,梧州市,Dìjíshì,Prefecture City,NA,NA,0.399482158242689
CHN.7.14_1,CHN,China,CHN.7_1,Guangxi,廣西壯族自治區|广西壮族自治区,Yulin,Yùlín,玉林市,Dìjíshì,Prefecture City,NA,NA,0.682619128769875
CHN.8.1_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Anshun,Ānshùn,安顺市,Dìjíshì,Prefecture City,NA,NA,0.572335489451393
CHN.8.2_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Bijie,Bìjié,毕节地区,Dìqu,Prefecture,NA,NA,0.279908515084406
CHN.8.3_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Guiyang,Guìyáng,贵阳市,Dìjíshì,Prefecture City,NA,NA,2.50366588389929
CHN.8.4_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Liupanshui,Liùpánshuǐ,六盘水市,Dìjíshì,Prefecture City,NA,NA,0.462731072754662
CHN.8.5_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Qiandongnan Miao and Dong,Qiándōngnán Miáozú|Dòngzú,黔东南苗族侗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,0.222167642915601
CHN.8.6_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Qiannan Buyei and Miao,Qiánnán Bùyīzú|Miáozú,黔南布依族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,0.30831403027532
CHN.8.7_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Qianxinan Buyei and Miao,Qiánxīnán Bùyīzú|Miáozú,黔西南布依族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,0.354238666506496
CHN.8.8_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Tongren,Tóngrén,铜仁地区,Dìqu,Prefecture,NA,NA,0.311961953010518
CHN.8.9_1,CHN,China,CHN.8_1,Guizhou,貴州|贵州,Zunyi,Zūnyì,遵义市,Dìjíshì,Prefecture City,NA,NA,0.382648797027692
CHN.9.1_1,CHN,China,CHN.9_1,Hainan,海南,Haikou,Hǎikǒu,海口市,Dìjíshì,Prefecture City,NA,NA,4.94816059266814
CHN.9.2_1,CHN,China,CHN.9_1,Hainan,海南,Hainan,Hǎinán,海南,Dìqu,Prefecture,NA,NA,0.929327109737704
CHN.9.3_1,CHN,China,CHN.9_1,Hainan,海南,Sanya,Sānyà,三亚市,Dìjíshì,Prefecture City,NA,NA,3.04977107826966
CHN.10.1_1,CHN,China,CHN.10_1,Hebei,河北,Baoding,Bǎodìng,保定市,Dìjíshì,Prefecture City,NA,NA,1.43865300253284
CHN.10.2_1,CHN,China,CHN.10_1,Hebei,河北,Cangzhou,Cāngzhōu,沧州市,Dìjíshì,Prefecture City,NA,NA,1.73110411191135
CHN.10.3_1,CHN,China,CHN.10_1,Hebei,河北,Chengde,Chéngdé,承德市,Dìjíshì,Prefecture City,NA,NA,0.239008576208605
CHN.10.4_1,CHN,China,CHN.10_1,Hebei,河北,Handan,Hándān,邯郸市,Dìjíshì,Prefecture City,NA,NA,1.5027769849965
CHN.10.5_1,CHN,China,CHN.10_1,Hebei,河北,Hengshui,Héngshuǐ,衡水市,Dìjíshì,Prefecture City,NA,NA,0.935835350819682
CHN.10.6_1,CHN,China,CHN.10_1,Hebei,河北,Langfang,Lángfáng,廊坊市,Dìjíshì,Prefecture City,NA,NA,3.69749853711646
CHN.10.7_1,CHN,China,CHN.10_1,Hebei,河北,Qinhuangdao,Qínhuángdǎo,秦皇岛市,Dìjíshì,Prefecture City,NA,NA,1.29968333319641
CHN.10.8_1,CHN,China,CHN.10_1,Hebei,河北,Shijiazhuang,Shíjiāzhuāng,石家庄市,Dìjíshì,Prefecture City,NA,NA,1.89145994148358
CHN.10.9_1,CHN,China,CHN.10_1,Hebei,河北,Tangshan,Tángshān,唐山市,Dìjíshì,Prefecture City,NA,NA,2.50956516964388
CHN.10.10_1,CHN,China,CHN.10_1,Hebei,河北,Xingtai,Xíngtái,邢台市,Dìjíshì,Prefecture City,NA,NA,1.33003447425233
CHN.10.11_1,CHN,China,CHN.10_1,Hebei,河北,Zhangjiakou,Zhāngjiākǒu,张家口市,Dìjíshì,Prefecture City,NA,NA,0.329768779884813
CHN.11.1_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Daqing,Dàqìng,大庆市,Dìjíshì,Prefecture City,NA,NA,0.74625943956034
CHN.11.2_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Daxing'anling,Dàxīng'ānlǐng,大兴安岭地区,Dìqu,Prefecture,NA,NA,0.00546983128738554
CHN.11.3_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Harbin,Hā'ěrbīn,哈尔滨市,Dìjíshì,Prefecture City,NA,NA,0.495702638749038
CHN.11.4_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Hegang,Hègǎng,鹤岗市,Dìjíshì,Prefecture City,NA,NA,0.16547645789596
CHN.11.5_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Heihe,Hēihé,黑河市,Dìjíshì,Prefecture City,NA,NA,0.0516925436868004
CHN.11.6_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Jiamusi,Jiāmùsī,佳木斯市,Dìjíshì,Prefecture City,NA,NA,0.209819833964013
CHN.11.7_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Jixi,Jīxī,鸡西市,Dìjíshì,Prefecture City,NA,NA,0.10315763672087
CHN.11.8_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Mudanjiang,Mǔdānjiāng,牡丹江市,Dìjíshì,Prefecture City,NA,NA,0.149288584363351
CHN.11.9_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Qiqihar,Qíqíhā'ěr,齐齐哈尔市,Dìjíshì,Prefecture City,NA,NA,0.23297070791949
CHN.11.10_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Qitaihe,Qītáihé,七台河市,Dìjíshì,Prefecture City,NA,NA,0.303230205186942
CHN.11.11_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Shuangyashan,Shuāngyāshān,双鸭山市,Dìjíshì,Prefecture City,NA,NA,0.106175346440623
CHN.11.12_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Suihua,Suíhuà,绥化市,Dìjíshì,Prefecture City,NA,NA,0.244205300187579
CHN.11.13_1,CHN,China,CHN.11_1,Heilongjiang,黑龙江省|黑龍江省,Yichun,Yīchūn,伊春市,Dìjíshì,Prefecture City,NA,NA,0.0526867395152627
CHN.12.1_1,CHN,China,CHN.12_1,Henan,河南,Anyang,Ānyáng,安阳市,Dìjíshì,Prefecture City,NA,NA,1.78957519099605
CHN.12.2_1,CHN,China,CHN.12_1,Henan,河南,Hebi,Hèbì,鹤壁市,Dìjíshì,Prefecture City,NA,NA,2.01636674477233
CHN.12.3_1,CHN,China,CHN.12_1,Henan,河南,Jiaozuo,Jiāozuò,焦作市,Dìjíshì,Prefecture City,NA,NA,2.1797287155302
CHN.12.4_1,CHN,China,CHN.12_1,Henan,河南,Jiyuan shi,Jǐyuán,济源市,Dìjíshì,Prefecture City,NA,NA,1.21485511621765
CHN.12.5_1,CHN,China,CHN.12_1,Henan,河南,Kaifeng,Kāifēng,开封市,Dìjíshì,Prefecture City,NA,NA,1.81196070911334
CHN.12.6_1,CHN,China,CHN.12_1,Henan,河南,Luohe,Luòhé,漯河市,Dìjíshì,Prefecture City,NA,NA,2.43817533648475
CHN.12.7_1,CHN,China,CHN.12_1,Henan,河南,Luoyang,Luòyáng,洛阳市,Dìjíshì,Prefecture City,NA,NA,1.3377735289001
CHN.12.8_1,CHN,China,CHN.12_1,Henan,河南,Nanyang,Nányáng,南阳市,Dìjíshì,Prefecture City,NA,NA,0.535214091574317
CHN.12.9_1,CHN,China,CHN.12_1,Henan,河南,Pingdingshan,Píngdǐngshān,平顶山市,Dìjíshì,Prefecture City,NA,NA,1.26397157701159
CHN.12.10_1,CHN,China,CHN.12_1,Henan,河南,Puyang,Púyáng,濮阳市,Dìjíshì,Prefecture City,NA,NA,2.48202416448981
CHN.12.11_1,CHN,China,CHN.12_1,Henan,河南,Sanmenxia,Sānménxiá,三门峡市,Dìjíshì,Prefecture City,NA,NA,0.487193226313779
CHN.12.12_1,CHN,China,CHN.12_1,Henan,河南,Shangqiu,Shāngqiū Xiàn,商丘市,Dìqu,Prefecture,NA,NA,1.5318527268125
CHN.12.13_1,CHN,China,CHN.12_1,Henan,河南,Xinxiang,Xīnxiāng,新乡市,Dìjíshì,Prefecture City,NA,NA,1.8134140912424
CHN.12.14_1,CHN,China,CHN.12_1,Henan,河南,Xinyang,Xìnyáng,信阳市,Dìjíshì,Prefecture City,NA,NA,0.446413764482695
CHN.12.15_1,CHN,China,CHN.12_1,Henan,河南,Xuchang,Xǔchāng,许昌市,Dìjíshì,Prefecture City,NA,NA,1.79170227645111
CHN.12.16_1,CHN,China,CHN.12_1,Henan,河南,Zhengzhou,Zhèngzhōu,郑州市,Dìjíshì,Prefecture City,NA,NA,5.73975534960062
CHN.12.17_1,CHN,China,CHN.12_1,Henan,河南,Zhoukou,Zhōukǒu,周口市,Dìjíshì,Prefecture City,NA,NA,1.25673950088659
CHN.12.18_1,CHN,China,CHN.12_1,Henan,河南,Zhumadian,Zhùmǎdiàn,驻马店市,Dìjíshì,Prefecture City,NA,NA,1.09089593053802
HKG.1_1,CHN,China,CHN.HKG,Hong Kong,NA,Central and Western,NA,NA,District,District,NA,HK.CW,42.4050236732241
HKG.2_1,CHN,China,CHN.HKG,Hong Kong,NA,Eastern,NA,NA,District,District,NA,HK.EA,33.611742575144
HKG.3_1,CHN,China,CHN.HKG,Hong Kong,NA,Islands,NA,NA,District,District,NA,HK.IS,13.1820428318258
HKG.4_1,CHN,China,CHN.HKG,Hong Kong,NA,Kowloon City,NA,NA,District,District,NA,HK.KC,86.1712777173078
HKG.5_1,CHN,China,CHN.HKG,Hong Kong,NA,Kwai Tsing,NA,NA,District,District,NA,HK.KI,75.841404899222
HKG.6_1,CHN,China,CHN.HKG,Hong Kong,NA,Kwun Tong,NA,NA,District,District,NA,HK.KU,74.6780979906926
HKG.7_1,CHN,China,CHN.HKG,Hong Kong,NA,North,<Null>,NA,District,District,NA,HK.NO,12.4901953979401
HKG.8_1,CHN,China,CHN.HKG,Hong Kong,NA,Sai Kung,<Null>,NA,District,District,NA,HK.SK,8.56056406278931
HKG.9_1,CHN,China,CHN.HKG,Hong Kong,NA,Sha Tin,NA,NA,District,District,NA,HK.ST,23.6867412102998
HKG.10_1,CHN,China,CHN.HKG,Hong Kong,NA,Sham Shui Po,NA,NA,District,District,NA,HK.SS,105.11912492911
HKG.11_1,CHN,China,CHN.HKG,Hong Kong,NA,Southern,NA,NA,District,District,NA,HK.SO,15.6179861153398
HKG.12_1,CHN,China,CHN.HKG,Hong Kong,NA,Tai Po,NA,NA,District,District,NA,HK.TP,8.17066314630448
HKG.13_1,CHN,China,CHN.HKG,Hong Kong,NA,Tsuen Wan,NA,NA,District,District,NA,HK.TW,13.1404080468591
HKG.14_1,CHN,China,CHN.HKG,Hong Kong,NA,Tuen Mun,NA,NA,District,District,NA,HK.TM,19.7555771630048
HKG.15_1,CHN,China,CHN.HKG,Hong Kong,NA,Wan Chai,NA,NA,District,District,NA,HK.WC,43.6480116446813
HKG.16_1,CHN,China,CHN.HKG,Hong Kong,NA,Wong Tai Sin,NA,NA,District,District,NA,HK.WT,45.3187299163974
HKG.17_1,CHN,China,CHN.HKG,Hong Kong,NA,Yau Tsim Mong,NA,NA,District,District,NA,HK.YT,113.953455461775
HKG.18_1,CHN,China,CHN.HKG,Hong Kong,NA,Yuen Long,NA,NA,District,District,NA,HK.YL,22.8425385559225
CHN.13.1_1,CHN,China,CHN.13_1,Hubei,湖北,Enshi Tujia and Miao,Ēnshī Tǔjiāzú|Miáozú,恩施土家族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,0.153706252711501
CHN.13.2_1,CHN,China,CHN.13_1,Hubei,湖北,Ezhou,Èzhōu,鄂州市,Dìjíshì,Prefecture City,NA,NA,3.78996113961546
CHN.13.3_1,CHN,China,CHN.13_1,Hubei,湖北,Huanggang,Huánggāng,黄冈市,Dìjíshì,Prefecture City,NA,NA,0.379614203997027
CHN.13.4_1,CHN,China,CHN.13_1,Hubei,湖北,Huangshi,Huángshí,黄石市,Dìjíshì,Prefecture City,NA,NA,1.24109840635749
CHN.13.5_1,CHN,China,CHN.13_1,Hubei,湖北,Jingmen,Jīngmén,荆门市,Dìjíshì,Prefecture City,NA,NA,0.327059302855244
CHN.13.6_1,CHN,China,CHN.13_1,Hubei,湖北,Jingzhou,Jīngzhōu,荆州市,Dìjíshì,Prefecture City,NA,NA,0.639652541041027
CHN.13.7_1,CHN,China,CHN.13_1,Hubei,湖北,Qianjiang,Qiánjiāng,潜江市,Dìjíshì,Prefecture City,NA,NA,0.90273899455818
CHN.13.8_1,CHN,China,CHN.13_1,Hubei,湖北,Shennongjia,Shénnóngjià Línqū,神农架林区,Dìqu,Prefecture,NA,NA,0.0176823899278869
CHN.13.9_1,CHN,China,CHN.13_1,Hubei,湖北,Shiyan,Shíyàn,十堰市,Dìjíshì,Prefecture City,NA,NA,0.180046565932198
CHN.13.10_1,CHN,China,CHN.13_1,Hubei,湖北,Suizhou Shi,Suízhōu,随州市,Dìjíshì,Prefecture City,NA,NA,0.255262892379458
CHN.13.11_1,CHN,China,CHN.13_1,Hubei,湖北,Tianmen,Tiānmén,天门市,Dìjíshì,Prefecture City,NA,NA,0.531701605745421
CHN.13.12_1,CHN,China,CHN.13_1,Hubei,湖北,Wuhan,Wǔhàn,武汉市,Dìjíshì,Prefecture City,NA,NA,6.47248515307591
CHN.13.13_1,CHN,China,CHN.13_1,Hubei,湖北,Xiangfan,Xiāngfán,襄樊市,Dìjíshì,Prefecture City,NA,NA,0.505710925291509
CHN.13.14_1,CHN,China,CHN.13_1,Hubei,湖北,Xianning,Xiánníng,咸宁市,Dìjíshì,Prefecture City,NA,NA,0.466562230395198
