GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,light_count,light_sum,light_mean
CHN.25.1_1,CHN,China,CHN.25_1,Shanxi,山西,Changzhi,Chángzhì,长治市,Dìjíshì,Prefecture City,NA,NA,80965,44625.8434971645,0.551174501292714
CHN.25.2_1,CHN,China,CHN.25_1,Shanxi,山西,Datong,Dàtóng,大同市,Dìjíshì,Prefecture City,NA,NA,84826,48344.6009732112,0.569926684898631
CHN.25.3_1,CHN,China,CHN.25_1,Shanxi,山西,Jincheng,Jìnchéng,晋城市,Dìjíshì,Prefecture City,NA,NA,53944,27212.0991623506,0.50445089652882
CHN.25.4_1,CHN,China,CHN.25_1,Shanxi,山西,Jinzhong,Jìnzhōng,晋中市,Dìjíshì,Prefecture City,NA,NA,95858,47707.9072171319,0.497693538537544
CHN.25.5_1,CHN,China,CHN.25_1,Shanxi,山西,Linfen,Línfén,临汾市,Dìjíshì,Prefecture City,NA,NA,115744,44187.8219962231,0.381772031346965
CHN.25.6_1,CHN,China,CHN.25_1,Shanxi,山西,Luliang,Lǚlíang,吕梁市,Dìjíshì,Prefecture City,NA,NA,123706,61157.4516123682,0.494377407824748
CHN.25.7_1,CHN,China,CHN.25_1,Shanxi,山西,Shuozhou,Shuòzhōu,朔州市,Dìjíshì,Prefecture City,NA,NA,64653,48886.8313650861,0.75614173147551
CHN.25.8_1,CHN,China,CHN.25_1,Shanxi,山西,Taiyuan,Tàiyuán,太原市,Dìjíshì,Prefecture City,NA,NA,41172,68753.8776455559,1.66991833395404
CHN.25.9_1,CHN,China,CHN.25_1,Shanxi,山西,Xinzhou,Xīnzhōu,忻州市,Dìjíshì,Prefecture City,NA,NA,150326,54749.7123034038,0.364206539809506
CHN.25.10_1,CHN,China,CHN.25_1,Shanxi,山西,Yangquan,Yángquán,阳泉市,Dìjíshì,Prefecture City,NA,NA,27040,15275.6724142209,0.564928713543671
CHN.25.11_1,CHN,China,CHN.25_1,Shanxi,山西,Yuncheng,Yùnchéng,运城县,Dìjíshì,Prefecture City,NA,NA,81316,35585.4925275347,0.437619810708037
CHN.26.1_1,CHN,China,CHN.26_1,Sichuan,四川,Bazhong,Bāzhōng,巴中市,Dìjíshì,Prefecture City,NA,NA,67626,15299.8763662097,0.226242515692332
CHN.26.2_1,CHN,China,CHN.26_1,Sichuan,四川,Chengdu,Chéngdū,成都市,Dìjíshì,Prefecture City,NA,NA,58901,252144.30217661,4.28081530324799
CHN.26.3_1,CHN,China,CHN.26_1,Sichuan,四川,Dazhou,Dázhōu,达州市,Dìjíshì,Prefecture City,NA,NA,90356,28249.9408380771,0.312651521073057
CHN.26.4_1,CHN,China,CHN.26_1,Sichuan,四川,Deyang,Déyáng,德阳市,Dìjíshì,Prefecture City,NA,NA,32490,40657.0662212074,1.25137169040343
CHN.26.5_1,CHN,China,CHN.26_1,Sichuan,四川,Garzê Tibetan,Gānzī Zàngzú,甘孜藏族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,803030,99143.5385669203,0.123461811597226
CHN.26.6_1,CHN,China,CHN.26_1,Sichuan,四川,Guang'an,Guǎng'ān,广安市,Dìjíshì,Prefecture City,NA,NA,34361,17673.3321125805,0.514342775605499
CHN.26.7_1,CHN,China,CHN.26_1,Sichuan,四川,Guangyuan,Guǎngyuán,广元市,Dìjíshì,Prefecture City,NA,NA,89367,29895.8806960495,0.334529308313466
CHN.26.8_1,CHN,China,CHN.26_1,Sichuan,四川,Leshan,Lèshān,乐山市,Dìjíshì,Prefecture City,NA,NA,64163,30474.7726432168,0.474958662207453
CHN.26.9_1,CHN,China,CHN.26_1,Sichuan,四川,Liangshan Yi,Liángshān Yízú,凉山彝族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,316798,57947.6368625008,0.182916675176298
CHN.26.10_1,CHN,China,CHN.26_1,Sichuan,四川,Luzhou,Lúzhōu,泸州市,Dìjíshì,Prefecture City,NA,NA,64878,22363.6654748859,0.344703373637996
CHN.26.11_1,CHN,China,CHN.26_1,Sichuan,四川,Meishan,Méishān,眉山市,Dìjíshì,Prefecture City,NA,NA,43512,21594.7750241696,0.496294700868027
CHN.26.12_1,CHN,China,CHN.26_1,Sichuan,四川,Mianyang,Míanyáng,绵阳市,Dìjíshì,Prefecture City,NA,NA,110924,47211.9516367544,0.425624316079067
CHN.26.13_1,CHN,China,CHN.26_1,Sichuan,四川,Nanchong,Nánchōng,南充市,Dìjíshì,Prefecture City,NA,NA,68559,39895.9795643045,0.581921841979966
CHN.26.15_1,CHN,China,CHN.26_1,Sichuan,四川,Neijiang,Nèijiāng,内江市,Dìjíshì,Prefecture City,NA,NA,15342,13354.7964385971,0.870472978659702
CHN.26.14_1,CHN,China,CHN.26_1,Sichuan,四川,Neijiang]],Nèijiāng,内江市,Dìjíshì,Prefecture City,NA,NA,13576,7090.96617352217,0.522316306240584
CHN.26.16_1,CHN,China,CHN.26_1,Sichuan,四川,Ngawa Tibetan and Qiang,Ābà Zàngzú|Qiāngzú,阿坝藏族羌族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,463804,70471.3671388438,0.151942128870911
CHN.26.17_1,CHN,China,CHN.26_1,Sichuan,四川,Panzhihua,Pānzhīhuā,攀枝花市,Dìjíshì,Prefecture City,NA,NA,38813,25143.0051931173,0.647798551854206
CHN.26.18_1,CHN,China,CHN.26_1,Sichuan,四川,Suining,Sùiníng,遂宁市,Dìjíshì,Prefecture City,NA,NA,28856,21786.1348686479,0.754994970496531
CHN.26.19_1,CHN,China,CHN.26_1,Sichuan,四川,Ya'an,Yǎ'ān,雅安市,Dìjíshì,Prefecture City,NA,NA,80828,19079.8513755829,0.236054973221939
CHN.26.20_1,CHN,China,CHN.26_1,Sichuan,四川,Yibin,Yíbīn,宜宾市,Dìjíshì,Prefecture City,NA,NA,70536,26417.9740590951,0.374531786025507
CHN.26.21_1,CHN,China,CHN.26_1,Sichuan,四川,Zigong,Zìgòng,自贡市,Dìjíshì,Prefecture City,NA,NA,23383,14159.6825267617,0.605554570703574
CHN.26.22_1,CHN,China,CHN.26_1,Sichuan,四川,Ziyang,Zīyáng,资阳市,Dìjíshì,Prefecture City,NA,NA,42803,23565.1404042728,0.550548802753845
CHN.27.1_1,CHN,China,CHN.27_1,Tianjin,天津|天津,Tianjin,Tiānjīn,天津|天津,Zhíxiáshì,Municipality,NA,NA,69857,277145.64867691,3.96732823735502
CHN.28.1_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Aksu,Ākèsū,阿克苏地区,Dìqu,Prefecture,NA,NA,807312,195770.49834733,0.24249670306812
CHN.28.2_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Altay,Ālètài,阿勒泰地区,Dìqu,Prefecture,NA,NA,795504,109900.383194275,0.138151892629421
CHN.28.3_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Bayin'gholin Mongol,Bāyīnguōlèng Měnggǔ,巴音郭愣蒙古自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,2858526,391188.578152144,0.136849753387635
CHN.28.4_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Börtala Mongol,Bó'ěrtǎlā Měnggǔ,博尔塔拉蒙古自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,161086,31223.3666474149,0.193830417586971
CHN.28.5_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Changji Hui,Chāngjí Huízú,昌吉回族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,504401,125166.357820324,0.248148512434201
CHN.28.6_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Hami,Hāmì,哈密地区,Dìqu,Prefecture,NA,NA,866278,113277.761195665,0.130763751585132
CHN.28.7_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Ili Kazakh,Yīlí Hāsàkè,伊犁哈萨克自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,358973,94162.933790803,0.262312022884181
CHN.28.8_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Karamay,Kèlāmǎyī,克拉玛依市,Dìjíshì,Prefecture City,NA,NA,51595,46340.6010650918,0.898160695127276
CHN.28.9_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Kashgar,Kāshí,喀什地区,Dìqu,Prefecture,NA,NA,644771,130119.831356372,0.201807822244444
Z02.28.9_1,Z02,China,Z02.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Kashgar,Kāshí,喀什地区,Dìqu,Prefecture,NA,NA,26081,4768.73192360997,0.182843139588588
CHN.28.10_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Khotan,Hétián,和田地区,Dìqu,Prefecture,NA,NA,1302335,207114.415283333,0.159033133013651
Z03.28.10_1,Z03,China,Z03.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Khotan,Hétián,和田地区,Dìqu,Prefecture,NA,NA,149748,23786.5360578969,0.158843764577136
CHN.28.11_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Kizilsu Kirghiz,Kèzīlèsū Kē'ěrkèzī,克孜勒苏柯尔克孜自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,412148,67251.7421598523,0.163173768063541
CHN.28.12_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Shihezi,Shíhézǐ,石河子市,Dìjíshì,Prefecture City,NA,NA,3180,6054.77095140517,1.90401602245446
CHN.28.13_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Tacheng,Tǎchéng,塔城地区,Dìqu,Prefecture,NA,NA,630483,101317.388844533,0.160698050295619
CHN.28.14_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Turfan,Tǔlǔfān,吐鲁番地区,Dìqu,Prefecture,NA,NA,435116,62500.7441735901,0.143641567245493
CHN.28.15_1,CHN,China,CHN.28_1,Xinjiang Uygur,新疆維吾爾自治區|新疆维吾尔自治区,Ürümqi,Wūlǔmùqí,乌鲁木齐市,Dìjíshì,Prefecture City,NA,NA,65677,74332.4544149302,1.13178821223458
CHN.29.1_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Chamdo,Chāngdū,昌都地区,Dìqu,Prefecture,NA,NA,576486,74857.2314553633,0.129850909571721
CHN.29.2_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Lhasa,Lāsà,拉萨市,Dìjíshì,Prefecture City,NA,NA,159273,45714.7902537435,0.287021593451141
CHN.29.3_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Nagchu,Nàqū,那曲地区,Dìqu,Prefecture,NA,NA,2180711,340829.673307709,0.156292912406875
CHN.29.4_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Ngari,Ālǐ,阿里地区,Dìqu,Prefecture,NA,NA,1601627,253176.864215106,0.158074797824403
Z03.29.4_1,Z03,China,Z03.29_1,Xizang,西藏自治區|西藏自治区,Ngari,Ālǐ,阿里地区,Dìqu,Prefecture,NA,NA,24511,4395.75970999897,0.179338244461628
Z08.29.4_1,Z08,China,Z08.29_1,Xizang,西藏自治區|西藏自治区,Ngari,Ālǐ,阿里地区,Dìqu,Prefecture,NA,NA,7646,1310.11625011265,0.171346619162
CHN.29.5_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Nyingtri,Línzhī,林芝地区,Dìqu,Prefecture,NA,NA,431984,65128.7664732639,0.15076661745172
CHN.29.6_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Shannan,Shānnán,山南地区,Dìqu,Prefecture,NA,NA,251676,34161.2457719916,0.135735015543761
CHN.29.7_1,CHN,China,CHN.29_1,Xizang,西藏自治區|西藏自治区,Shigatse,Rìkāzé,日喀则地区,Dìqu,Prefecture,NA,NA,968434,136077.391991341,0.140512819656622
CHN.30.1_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Baoshan,Bǎoshān,保山市,Dìjíshì,Prefecture City,NA,NA,97789,18243.1961216316,0.186556730528296
CHN.30.2_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Chuxiong Yi,Chǔxióng Yízú,楚雄彝族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,147020,29202.8026185958,0.198631496521533
CHN.30.3_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Dali Bai,Dàlǐ Báizú,大理白族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,146912,42574.0964506482,0.289793185380692
CHN.30.4_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Dehong Dai and Jingpo,Déhóng Dǎizú|Jǐngpōzú,德宏傣族景颇族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,56891,17123.968009763,0.300996080395194
CHN.30.5_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Dêqên Tibetan,Díqìng Zàngzú,迪庆藏族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,122268,14256.3740009884,0.11659938823722
CHN.30.6_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Honghe Hani and Yi,Hónghé Hānízú|Yízú,红河哈尼族彝族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,163181,44687.6772210168,0.273853434045733
CHN.30.7_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Kunming,Kūnmíng,昆明市,Dìjíshì,Prefecture City,NA,NA,108564,145187.071114901,1.33734084148429
CHN.30.8_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Lijiang,Lìjiāng,丽江市,Dìjíshì,Prefecture City,NA,NA,107518,25573.4764461728,0.237852977605357
CHN.30.9_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Lincang,Líncāng,临沧市,Dìjíshì,Prefecture City,NA,NA,120312,21003.8348985553,0.174578054546141
CHN.30.10_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Nujiang Lisu,Nùjiāng Lìsùzú,怒江傈僳族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,75454,10375.2699976351,0.137504572290867
CHN.30.11_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Pu'er,Pǔ'ěr,普洱市,Dìjíshì,Prefecture City,NA,NA,223566,25382.7690026935,0.113535908871177
CHN.30.12_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Qujing,Qǔjìng,曲靖市,Dìjíshì,Prefecture City,NA,NA,149435,61383.5219474924,0.410770716013601
CHN.30.13_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Wenshan Zhuang and Miao,Wénshān Zhuàngzú|Miáozú,文山壮族苗族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,160314,31402.2915874111,0.19587990810167
CHN.30.14_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Xishuangbanna Dai,Xīshuāngbǎnnà|Dǎizú,西双版纳傣族自治州,Zìzhìzhou,Autonomous Prefecture,NA,NA,95530,12738.9721008269,0.133350487813534
CHN.30.15_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Yuxi,Yùxī,玉溪市,Dìjíshì,Prefecture City,NA,NA,76725,37712.8272741266,0.491532450624003
CHN.30.16_1,CHN,China,CHN.30_1,Yunnan,雲南|云南,Zhaotong,Zhāotōng,昭通市,Dìjíshì,Prefecture City,NA,NA,118560,31479.3001583489,0.265513665303212
CHN.31.1_1,CHN,China,CHN.31_1,Zhejiang,浙江,Hangzhou,Hángzhōu,杭州市,Dìjíshì,Prefecture City,NA,NA,90293,210096.875544857,2.3268345890031
CHN.31.2_1,CHN,China,CHN.31_1,Zhejiang,浙江,Huzhou,Húzhōu,湖州市,Dìjíshì,Prefecture City,NA,NA,31488,56757.9850554653,1.80252747254399
CHN.31.3_1,CHN,China,CHN.31_1,Zhejiang,浙江,Jiaxing,Jiāxīng,嘉兴市,Dìjíshì,Prefecture City,NA,NA,21371,81806.0094154775,3.82789805884037
CHN.31.4_1,CHN,China,CHN.31_1,Zhejiang,浙江,Jinhua,Jīnhuá,金华市,Dìjíshì,Prefecture City,NA,NA,58298,97032.7962901518,1.66442753250801
CHN.31.5_1,CHN,China,CHN.31_1,Zhejiang,浙江,Lishui,Líshuǐ,丽水市,Dìjíshì,Prefecture City,NA,NA,91066,30996.1266619051,0.340369914807997
CHN.31.6_1,CHN,China,CHN.31_1,Zhejiang,浙江,Ningbo,Níngbō,宁波市,Dìjíshì,Prefecture City,NA,NA,45475,218322.587846402,4.80093651119081
CHN.31.7_1,CHN,China,CHN.31_1,Zhejiang,浙江,Quzhou,Qúzhōu,衢州市,Dìjíshì,Prefecture City,NA,NA,47194,23419.6723577513,0.496242580788899
CHN.31.8_1,CHN,China,CHN.31_1,Zhejiang,浙江,Shaoxing,Shàoxīng,绍兴市,Dìjíshì,Prefecture City,NA,NA,42712,86875.7866304666,2.03399013463351
CHN.31.9_1,CHN,China,CHN.31_1,Zhejiang,浙江,Taizhou,Tāizhōu,台州市,Dìjíshì,Prefecture City,NA,NA,49348,79235.6797280386,1.60565128734779
CHN.31.10_1,CHN,China,CHN.31_1,Zhejiang,浙江,Wenzhou,Wēnzhōu,温州市,Dìjíshì,Prefecture City,NA,NA,59488,96403.8073063456,1.62055889097542
CHN.31.11_1,CHN,China,CHN.31_1,Zhejiang,浙江,Zhoushan,Zhōushān,舟山市,Dìjíshì,Prefecture City,NA,NA,5685,15611.869132787,2.74615112274177
