year,moran_i,z_value,p_value,perm_mean,perm_std,significance
2018,0.18934793590125826,1.9004264896700873,0.0392,-0.03621915325199236,0.11869287782470814,**
2019,0.19088736498944492,1.8615949088233061,0.0457,-0.034636668822879906,0.1211456008734339,**
2020,0.19483906386365032,1.9392003559257516,0.0379,-0.036964980765254965,0.11953589216326477,**
2021,0.17410923963534877,1.7271881395011812,0.0552,-0.03555133948233512,0.12138838515775977,*
2022,0.21104983958933374,2.049762297715778,0.0334,-0.03425488074546962,0.11967471575029308,**
