"year","province","ntl"
"2015","上海","14.9048480093476"
"2015","云南","0.309761746799392"
"2015","内蒙古","0.417499502996563"
"2015","北京","4.12601082129535"
"2015","吉林","0.478420841291731"
"2015","四川","0.531449663040053"
"2015","天津","5.22465216698471"
"2015","宁夏","0.855901275742161"
"2015","安徽","1.29540579758075"
"2015","山东","1.36587491393669"
"2015","山西","0.800710479756379"
"2015","广东","3.7354207961857"
"2015","广西","0.485446558731365"
"2015","新疆","0.636974044933975"
"2015","江苏","3.29974826516102"
"2015","江西","0.43513467215535"
"2015","河北","1.05335115864928"
"2015","河南","1.07259020746902"
"2015","浙江","2.25642649184109"
"2015","海南","2.05416004663119"
"2015","湖北","0.680655261537301"
"2015","湖南","0.459114363031106"
"2015","甘肃","0.426811844625655"
"2015","福建","2.18255448343607"
"2015","贵州","0.536454073797304"
"2015","辽宁","1.03503929644398"
"2015","重庆","0.538204824355262"
"2015","陕西","0.725755752622139"
"2015","青海","0.27808819532413"
"2015","黑龙江","0.325826276522399"
"2016","上海","14.6536812974684"
"2016","云南","0.247381960094577"
"2016","内蒙古","0.406915250314444"
"2016","北京","4.40677408187676"
"2016","吉林","0.417915275457329"
"2016","四川","0.646258160357424"
"2016","天津","5.2977062701525"
"2016","宁夏","0.888688621146249"
"2016","安徽","1.31758831127644"
"2016","山东","1.38391659911867"
"2016","山西","0.736088411109784"
"2016","广东","3.57299337063683"
"2016","广西","0.411848710793222"
"2016","新疆","0.604204106836365"
"2016","江苏","3.38624271043013"
"2016","江西","0.421848378260109"
"2016","河北","1.05003808904569"
"2016","河南","1.0888396136263"
"2016","浙江","2.33261914210151"
"2016","海南","2.03941014700105"
"2016","湖北","0.644526765035855"
"2016","湖南","0.453911546984726"
"2016","甘肃","0.380701391829185"
"2016","福建","2.11848342214783"
"2016","贵州","0.604574258671854"
"2016","辽宁","0.986544561126435"
"2016","重庆","0.6404323546898"
"2016","陕西","0.703192445307719"
"2016","青海","0.227812431524111"
"2016","黑龙江","0.328106683780914"
"2017","上海","16.1139845119078"
"2017","云南","0.46542562165313"
"2017","内蒙古","0.600722285788013"
"2017","北京","4.6663239378322"
"2017","吉林","0.671842000686"
"2017","四川","0.78597522754041"
"2017","天津","5.8321198993299"
"2017","宁夏","1.16012557806677"
"2017","安徽","1.67567841158123"
"2017","山东","1.74338481789585"
"2017","山西","1.01071104852633"
"2017","广东","4.01937676199875"
"2017","广西","0.600282398925502"
"2017","新疆","0.777225254049934"
"2017","江苏","3.98987832650393"
"2017","江西","0.675300958745398"
"2017","河北","1.33382750541901"
"2017","河南","1.41046432278246"
"2017","浙江","2.86540694779514"
"2017","海南","2.36087701068022"
"2017","湖北","0.919328564713606"
"2017","湖南","0.689144409211585"
"2017","甘肃","0.561715214918151"
"2017","福建","2.75418789553928"
"2017","贵州","0.753781149622069"
"2017","辽宁","1.24681431288924"
"2017","重庆","0.872513861402508"
"2017","陕西","0.948695661052889"
"2017","青海","0.433695069126958"
"2017","黑龙江","0.512894218057255"
"2018","上海","16.2335035159895"
"2018","云南","0.483476021272539"
"2018","内蒙古","0.576289734142667"
"2018","北京","4.55381980403412"
"2018","吉林","0.635363552662165"
"2018","四川","0.888980364854955"
"2018","天津","6.12910839630316"
"2018","宁夏","1.1445671132317"
