province,year,ntl,lntl
山东,2021,0.074236290636259458,0.0716099817914507
山西,2021,0.11596941418539551,0.10972345693963945
广东,2021,0.073382617236597517,0.0708149865141285
广西,2021,0.11237975840877955,0.10650164688775547
新疆,2021,0.11731866257616339,0.11093176371292723
江苏,2021,0.1085207157447121,0.10302643798685492
江西,2021,0.13727497325393689,0.12863502656205678
河北,2021,0.10848666424437449,0.10299571955023835
河南,2021,0.081510665582369343,0.078358828204576597
浙江,2021,0.12525631994236444,0.11801084965357249
海南,2021,0.46879356309114861,0.38444135844743588
湖北,2021,0.1950312942840623,0.17817237272599024
湖南,2021,0.15077170489005767,0.14043276505379004
甘肃,2021,0.10925039778047152,0.10368446987990206
福建,2021,0.15029154370380535,0.14001542650951926
贵州,2021,0.14459388547303484,0.13504988891414976
辽宁,2021,0.12945782112404108,0.12173771326631883
重庆,2021,1,0.69314718055994529
陕西,2021,0.19568642028831709,0.17872043075614563
青海,2021,0.23911780765736479,0.21439968098193324
黑龙江,2021,0.1588193224005264,0.14740166126534729
上海,2022,1,0.69314718055994529
云南,2022,0.12593589740793967,0.1186145986191033
内蒙古,2022,0.10990907632998101,0.10427809875293875
北京,2022,1,0.69314718055994529
吉林,2022,0.27446417436688014,0.24252583487981516
四川,2022,0.14980064019986203,0.13958857099926406
天津,2022,1,0.69314718055994529
宁夏,2022,0.30741631626871263,0.26805291205491383
安徽,2022,0.099895166936481594,0.095214872477709156
山东,2022,0.074312875325847239,0.071681271469930988
山西,2022,0.11357675864165045,0.10757713990757101
广东,2022,0.073824824969873387,0.071226877541362851
广西,2022,0.11777328363621328,0.11133856672350581
新疆,2022,0.11597983789824942,0.10973279739650182
江苏,2022,0.10699447259897059,0.10164866057850622
江西,2022,0.13594542928145173,0.12746528154076103
河北,2022,0.10921394138735774,0.1036516035475718
河南,2022,0.078755668144748991,0.075808217765310895
浙江,2022,0.12332634024043054,0.11629423037152867
海南,2022,0.44660960538760341,0.36922261538583867
湖北,2022,0.18622967215509251,0.17077993457185869
湖南,2022,0.15382424173882281,0.1430818529673315
甘肃,2022,0.10595139004957647,0.10070595100368203
福建,2022,0.1496546290737242,0.13946157472472454
贵州,2022,0.14415699585088021,0.13466811767724837
辽宁,2022,0.13056487241395445,0.12271739491431484
重庆,2022,1,0.69314718055994529
陕西,2022,0.19341460448350981,0.17681861374129604
青海,2022,0.23346224515593475,0.20982504861931706
黑龙江,2022,0.15913108531696499,0.14767066004744425
