year,province,eff,z_score,spatial_lag,local_moran_i,local_p_value,local_z_value,quadrant,cluster,is_significant
2015,上海,0.5810507223454309,0.3969839627333623,-0.2979629642758505,-0.1182865183060064,0.3912,-0.7211515917003196,HL,NS,0
2015,云南,0.3166292696593911,-0.7089345041395693,-0.4814540242383691,0.34131936993942835,0.2611,0.7979528201771247,LL,NS,0
2015,内蒙古,0.3288641213692387,-0.6577633593329562,-0.4429504841532295,0.2913565984747876,0.2983,0.7915211777958975,LL,NS,0
2015,北京,1.006911905860517,2.1781092927303147,-0.3653270541432584,-0.7957222515152219,0.2326,-0.8738323614832321,HL,NS,0
2015,吉林,0.3462864479487486,-0.584896076801805,-0.40592890704672013,0.23742622519207118,0.0912,1.5965038777930791,LL,LL,1
2015,四川,0.3471621196452197,-0.5812336602686229,-0.3719653586753462,0.21619878691600264,0.1387,1.309524185477753,LL,NS,0
2015,天津,0.5287792456655326,0.17836330709520007,-0.36612000633154895,-0.06530237512301065,0.1031,-1.5796099675845447,HL,NS,0
2015,宁夏,0.5938752681391075,0.45062144894490885,1.4301451193581862,0.6444540658866755,0.0066,3.2916752391928203,HH,HH,1
2015,安徽,0.3672507491253231,-0.49721481047207156,0.7776005756467057,-0.38663452284315053,0.132,-1.8280500975723921,LH,NS,0
2015,山东,0.4544720108972753,-0.13241988510687766,0.26560704788507106,-0.035171654764518064,0.0773,-1.6714323753312625,LH,LH,1
2015,山西,0.2879029689192467,-0.829079621529844,-0.33314722423956616,0.2762055745862576,0.1814,1.2911754388531824,LL,NS,0
2015,广东,1.013560194078508,2.205915148263905,0.30040089185226615,0.6626588778889009,0.3611,0.7297992395142636,HH,NS,0
2015,广西,0.3272308420895854,-0.6645944000771206,-0.43219678666410566,0.28723556414829055,0.328,0.7947038200415805,LL,NS,0
2015,新疆,0.3161644919188784,-0.7108783943988621,-0.11776917669964655,0.08371956324192063,0.4964,0.7158303835879092,LL,NS,0
2015,江苏,0.7061670924362443,0.920271702007037,0.8006582523303584,0.7368231325980386,0.1048,2.013665970401108,HH,NS,0
2015,江西,0.4685780093095151,-0.07342284088331771,-0.3606238295624944,0.026478026056699713,0.1671,1.2922418474549213,LL,NS,0
2015,河北,0.2641842442103717,-0.9282810115825849,-0.45297751663229135,0.4204904273635906,0.4729,0.6928346582122865,LL,NS,0
2015,河南,0.2954986309911539,-0.797311461767775,-0.16047031893548588,0.1279448245607933,0.1951,1.3221602180988763,LL,NS,0
2015,浙江,0.4941113204184356,0.03336789031085275,-0.175180572690566,-0.005845406134131173,0.115,-1.5667697265151925,HL,NS,0
2015,海南,1.047732338208394,2.3488370060102817,0.4479191949024333,1.0520891806891672,0.1622,1.2571771328663577,HH,NS,0
2015,湖北,0.3655467657324379,-0.5043415646831757,-0.675725695129951,0.340796554378466,0.203,1.0773373828175206,LL,NS,0
2015,湖南,0.3775203252910065,-0.4542632503273942,-0.5905296570052777,0.2682559214059387,0.2456,0.9860072759863557,LL,NS,0
2015,甘肃,0.3991622478547839,-0.3637478947131369,0.18222268519562576,-0.06628311810888357,0.2802,-1.088580825798666,LH,NS,0
2015,福建,0.4060544219234719,-0.3349220089839823,-0.2126317286897985,0.07121504574652437,0.2601,1.1589609344307603,LL,NS,0
2015,贵州,0.3665513711238582,-0.5001398947997151,-0.3163533523975524,0.15822093238764906,0.1043,1.5554750581549508,LL,NS,0
