weight_type,test_name,statistic,df,pvalue
adjacency_01,Wald: SDM -> SAR,21.69989869785322,6,.0013721819334669
adjacency_01,Wald: SDM -> SEM,24.08553207808343,6,.0005036722982532
economic_geo_nested,Wald: SDM -> SAR,19.23847278624234,6,.0037792840554172
economic_geo_nested,Wald: SDM -> SEM,19.34888996137752,6,.003613244850282
economic_inv,Wald: SDM -> SAR,31.628811537857,6,.0000192201727937
economic_inv,Wald: SDM -> SEM,31.51561684801126,6,.0000202031437615
geographic_inv,Wald: SDM -> SAR,17.86564015108213,6,.0065768873968577
geographic_inv,Wald: SDM -> SEM,16.7556932256135,6,.0102243131244249
