weight_type,test_name,statistic,df,pvalue
adjacency_01,LR: both vs ind,13.10731134868865,7,.0695365370954888
adjacency_01,LR: both vs time,544.9681213127109,29,1.57505155269e-96
economic_geo_nested,LR: both vs ind,17.20767105329458,7,.0161050557916704
economic_geo_nested,LR: both vs time,556.4254989298513,29,6.77453715822e-99
economic_inv,LR: both vs ind,13.52724320135042,7,.0602577264191338
economic_inv,LR: both vs time,547.7833107851086,29,4.13121383211e-97
geographic_inv,LR: both vs ind,19.95930587809301,7,.0056582553583945
geographic_inv,LR: both vs time,552.2273702402289,29,4.99178622452e-98
