weight_type,section,variable,coef,se,zstat,pvalue,ll,ul
adjacency_01,Main,es,.0279707249107847,.1311994624282957,.2131923743671699,.8311769159259264,-.2291754962396909,.2851169460612603
adjacency_01,Main,ind,.0979862888809602,.1157115036395292,.8468154487579073,.3970979959138022,-.1288040908494925,.3247766686114128
adjacency_01,Main,lntl,.3213289909158236,.0805703143765452,3.988180924975584,.0000665818780649,.1634140765147253,.4792439053169218
adjacency_01,Main,open,.5300994721347562,.0939993066946901,5.639397680416091,1.70646015785e-08,.3458642164414287,.7143347278280836
adjacency_01,Main,rd,4.713008990189007,2.537386084337627,1.857426829634133,.0632504523173466,-.260176349985854,9.686194330363868
adjacency_01,Main,urb,-1.716265700914374,.4306258823236742,-3.985514506590587,.0000673340631417,-2.560276921079559,-.8722544807491897
adjacency_01,Spatial,rho,.1170766745333456,.0936812147347056,1.249734803982775,.2113964390112318,-.0665351323746404,.3006884814413316
adjacency_01,Variance,sigma2_e,.0019336541548092,.0001768739828643,10.93238317753629,8.07006992377e-28,.0015869875185931,.0022803207910254
adjacency_01,Wx,es,.2255405848500986,.2605288009646903,.8657030777977835,.3866530117607168,-.2850864819760985,.7361676516762956
adjacency_01,Wx,ind,.0003936030319041,.246951613505327,.0015938467715079,.9987282948071572,-.483622665362592,.4844098714264002
adjacency_01,Wx,lntl,-.2629799145381846,.1114915818530353,-2.358742338814749,.0183369826630856,-.4814993995495332,-.044460429526836
adjacency_01,Wx,open,.5638334374113967,.1714233953760479,3.289127695636451,.0010049841680787,.2278497563667728,.8998171184560206
adjacency_01,Wx,rd,.9585137886731701,5.650411809932153,.1696360939548368,.8652963350492024,-10.11608985661363,12.03311743395997
adjacency_01,Wx,urb,-.385751718151532,.773657828726292,-.4986076580994631,.6180558090863395,-1.902093198812522,1.130589762509458
economic_geo_nested,Main,es,-.0304583202233411,.1328728949931916,-.2292289953109084,.8186909375028426,-.2908844089315692,.2299677684848869
economic_geo_nested,Main,ind,.115598141273495,.1286262083128452,.8987137441876289,.3688051542593032,-.136504594487628,.3677008770346181
economic_geo_nested,Main,lntl,.0411922084709833,.0715567019100521,.5756582873643695,.5648461750026136,-.0990563501251873,.1814407670671539
economic_geo_nested,Main,open,.4536801274260198,.0999221682066308,4.540335098492324,5.61648914861e-06,.2578362764838701,.6495239783681694
economic_geo_nested,Main,rd,5.850621987691934,2.51204267668399,2.329029694437763,.0198574926569274,.9271088137637182,10.77413516162015
economic_geo_nested,Main,urb,-1.091434119476477,.4339554583757078,-2.515083284265411,.0119004267865198,-1.941971188787435,-.2408970501655195
economic_geo_nested,Spatial,rho,-.2525950316283804,.252370771219935,-1.00088861482398,.3168806613862039,-.7472326539700505,.2420425907132897
economic_geo_nested,Variance,sigma2_e,.0020397904968787,.0001871056626742,10.90181060116294,1.12986270937e-27,.0016730701367339,.0024065108570235
economic_geo_nested,Wx,es,-.3414984768079924,.9064606478769447,-.3767383367472474,.7063680698440848,-2.118128700049648,1.435131746433663
economic_geo_nested,Wx,ind,.5462716192857193,.7897408580790242,.6917099624482864,.489119489349201,-1.001592019668926,2.094135258240365
economic_geo_nested,Wx,lntl,.9012946519005249,.3763484609728827,2.394840806763566,.0166275827511706,.1636652227565969,1.638924081044453
economic_geo_nested,Wx,open,1.316831101806861,.6229696613177185,2.113796519434787,.0345326503803284,.0958330021630176,2.537829201450704
economic_geo_nested,Wx,rd,18.54295369838137,16.55086766875979,1.120361425726441,.2625597759151615,-13.89615084527622,50.98205824203895
economic_geo_nested,Wx,urb,-3.740776471669418,2.208308324651084,-1.693955698989844,.0902737015789138,-8.068981254745527,.5874283114066907
economic_inv,Main,es,-.04641081159073,.1250333977750239,-.3711873180815118,.7104980181870891,-.2914717680944473,.1986501449129874
economic_inv,Main,ind,.0384117966537067,.1170085968433641,.3282818330445191,.7426985788760661,-.190920839040854,.2677444323482674
economic_inv,Main,lntl,.0524318434471424,.0602875675372063,.8696957861964533,.3844666756622858,-.0657296176413081,.1705933045355929
economic_inv,Main,open,.4454575758025091,.0915066134717548,4.868036952760883,1.12712257704e-06,.266107909050642,.6248072425543763
economic_inv,Main,rd,5.342511352556368,2.385529002126316,2.239549947954679,.025120155221128,.6669604243130154,10.01806228079972
economic_inv,Main,urb,-1.829581708073203,.3248505759823617,-5.632071614897008,1.78057711003e-08,-2.466277137355724,-1.192886278790682
economic_inv,Spatial,rho,-.1751500603290415,.1200658909487569,-1.458782831202195,.144624889503634,-.4104748823603186,.0601747617022356
economic_inv,Variance,sigma2_e,.0018106157588279,.0001657888060923,10.9212183952842,9.12632265740e-28,.0014856756698471,.0021355558478088
economic_inv,Wx,es,-1.207024795754698,.3020022793003758,-3.996740682060132,.0000642205842082,-1.798938386432441,-.6151112050769555
economic_inv,Wx,ind,-.1188109306883687,.3101783096835491,-.3830407445626429,.7016895539034547,-.7267492464536365,.4891273850768991
economic_inv,Wx,lntl,.8078360738826447,.1628607016298876,4.960288552105767,7.03885429454e-07,.4886349641911413,1.127037183574148
economic_inv,Wx,open,-.0655645180635985,.2621541757844993,-.2500990795488797,.8025107277780689,-.5793772609979996,.4482482248708025
economic_inv,Wx,rd,.1143087951664394,6.379109749478132,.0179192394637498,.9857032806053631,-12.38851656723902,12.6171341575719
economic_inv,Wx,urb,.292188276565487,.8831367802589363,.3308528000383102,.740755675997,-1.438728006164692,2.023104559295666
geographic_inv,Main,es,-.0192930297397236,.1368282673538521,-.1410017835702755,.8878685333359229,-.2874715058202913,.248885446340844
geographic_inv,Main,ind,.1149344368829562,.129564609662767,.8870820294377423,.3750347384277689,-.1390075317270573,.3688764054929697
geographic_inv,Main,lntl,.1226345799175954,.0698146609284741,1.756573451573959,.0789905414419372,-.0141996410950895,.2594688009302803
geographic_inv,Main,open,.4383179600569491,.1053703570937893,4.159784327833355,.0000318548247494,.2317958551149974,.6448400649989008
geographic_inv,Main,rd,5.959556229763771,2.509554717397741,2.374746479305092,.0175610071584388,1.040919366431606,10.87819309309594
geographic_inv,Main,urb,-1.157202749333665,.45222029701969,-2.558935892440228,.0104993101179688,-2.043538244570263,-.270867254097067
geographic_inv,Spatial,rho,-.3430878798585004,.2638595681497118,-1.300266964978261,.1935094862231075,-.8602431304082275,.1740673706912267
geographic_inv,Variance,sigma2_e,.0020530414542976,.0001870862741381,10.97376845926302,5.10973790466e-28,.0016863590949851,.00241972381361
geographic_inv,Wx,es,1.135402183541975,1.190344104262633,.953843665437658,.3401627827857991,-1.197629390022376,3.468433757106326
geographic_inv,Wx,ind,.7278857430952114,.775237831434485,.9389192755832694,.3477721918213724,-.7915524859693125,2.247323972159735
geographic_inv,Wx,lntl,.4817960117476137,.3904587793211875,1.233922855019974,.2172316521439995,-.2834891331693865,1.247081156664614
geographic_inv,Wx,open,1.236548800988811,.622104796122115,1.987685690090846,.0468464625319195,.0172458059798328,2.455851795997789
geographic_inv,Wx,rd,3.894875893248709,16.08216532546753,.2421860374162942,.808636013586599,-27.62558893808652,35.41534072458393
geographic_inv,Wx,urb,-4.180997313625159,2.247869007353668,-1.859982632416508,.0628879831805729,-8.586739610002152,.2247449827518322
