GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,light_mean
CHN.1.1_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Anqing,Ānqìng,安庆市,Dìjíshì,Prefecture City,NA,NA,0.61472635059869
CHN.1.2_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Bengbu,Bèngbù,蚌埠市,Dìjíshì,Prefecture City,NA,NA,1.53290877515917
CHN.1.3_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Bozhou,Bózhōu,亳州市,Dìjíshì,Prefecture City,NA,NA,1.20820979552011
CHN.1.4_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Chaohu,Cháohú,巢湖市,Dìjíshì,Prefecture City,NA,NA,1.14451656398683
CHN.1.5_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Chizhou,Chízhōu,池州市,Dìjíshì,Prefecture City,NA,NA,0.502927791164433
CHN.1.6_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Chuzhou,Chúzhōu,滁州市,Dìjíshì,Prefecture City,NA,NA,1.18074112932347
CHN.1.7_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Fuyang,Fùyáng,阜阳市,Dìjíshì,Prefecture City,NA,NA,1.445300736211
CHN.1.8_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Hefei,Héféi,合肥市,Dìjíshì,Prefecture City,NA,NA,4.09713322390964
CHN.1.9_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Huaibei,Huáiběi,淮北市,Dìjíshì,Prefecture City,NA,NA,1.91365554568964
CHN.1.10_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Huainan,Huáinán,淮南市,Dìjíshì,Prefecture City,NA,NA,2.07579785069755
CHN.1.11_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Huangshan,Huángshān,黄山市,Dìjíshì,Prefecture City,NA,NA,0.393175768177924
CHN.1.12_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Lu'an,Lù'ān,六安市,Dìjíshì,Prefecture City,NA,NA,0.724240673001911
CHN.1.13_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Ma'anshan,Mǎ'ānshān,马鞍山市,Dìjíshì,Prefecture City,NA,NA,4.075027784377
CHN.1.14_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Suzhou,Sùzhōu,宿州市,Dìjíshì,Prefecture City,NA,NA,0.971976751246258
CHN.1.15_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Tongling,Tónglíng,铜陵市,Dìjíshì,Prefecture City,NA,NA,2.96189449071291
CHN.1.16_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Wuhu,Wúhú,芜湖市,Dìjíshì,Prefecture City,NA,NA,2.94458602765249
CHN.1.17_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Xuancheng,Xuānchéng,宣城市,Dìjíshì,Prefecture City,NA,NA,0.699713740196303
CHN.2.1_1,CHN,China,CHN.2_1,Beijing,北京|北京,Beijing,Běijīng,北京|北京,Zhíxiáshì,Municipality,NA,NA,4.66632393931656
CHN.3.1_1,CHN,China,CHN.3_1,Chongqing,重慶|重庆,Chongqing,Chóngqìng,重慶|重庆,Zhíxiáshì,Municipality,NA,NA,0.87251386187186
CHN.4.1_1,CHN,China,CHN.4_1,Fujian,福建,Fuzhou,Fúzhōu,福州市,Dìjíshì,Prefecture City,NA,NA,2.46803522195441
