GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,light_mean
CHN.1.1_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Anqing,Ānqìng,安庆市,Dìjíshì,Prefecture City,NA,NA,0.772115269176872
CHN.1.2_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Bengbu,Bèngbù,蚌埠市,Dìjíshì,Prefecture City,NA,NA,1.7556423998352
CHN.1.3_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Bozhou,Bózhōu,亳州市,Dìjíshì,Prefecture City,NA,NA,1.54001655375541
CHN.1.4_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Chaohu,Cháohú,巢湖市,Dìjíshì,Prefecture City,NA,NA,1.28307377392745
CHN.1.5_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Chizhou,Chízhōu,池州市,Dìjíshì,Prefecture City,NA,NA,0.517011165388134
CHN.1.6_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Chuzhou,Chúzhōu,滁州市,Dìjíshì,Prefecture City,NA,NA,1.48563485016548
CHN.1.7_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Fuyang,Fùyáng,阜阳市,Dìjíshì,Prefecture City,NA,NA,2.09135135921456
CHN.1.8_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Hefei,Héféi,合肥市,Dìjíshì,Prefecture City,NA,NA,4.85354571137774
CHN.1.9_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Huaibei,Huáiběi,淮北市,Dìjíshì,Prefecture City,NA,NA,2.69396675801737
CHN.1.10_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Huainan,Huáinán,淮南市,Dìjíshì,Prefecture City,NA,NA,2.32383265649615
CHN.1.11_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Huangshan,Huángshān,黄山市,Dìjíshì,Prefecture City,NA,NA,0.354876864779455
CHN.1.12_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Lu'an,Lù'ān,六安市,Dìjíshì,Prefecture City,NA,NA,0.959675902149373
CHN.1.13_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Ma'anshan,Mǎ'ānshān,马鞍山市,Dìjíshì,Prefecture City,NA,NA,4.12071175931324
CHN.1.14_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Suzhou,Sùzhōu,宿州市,Dìjíshì,Prefecture City,NA,NA,1.37242435008824
CHN.1.15_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Tongling,Tónglíng,铜陵市,Dìjíshì,Prefecture City,NA,NA,2.76949146727216
CHN.1.16_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Wuhu,Wúhú,芜湖市,Dìjíshì,Prefecture City,NA,NA,2.80783749607324
CHN.1.17_1,CHN,China,CHN.1_1,Anhui,安徽|安徽,Xuancheng,Xuānchéng,宣城市,Dìjíshì,Prefecture City,NA,NA,0.711741501351124
CHN.2.1_1,CHN,China,CHN.2_1,Beijing,北京|北京,Beijing,Běijīng,北京|北京,Zhíxiáshì,Municipality,NA,NA,5.59438996286633
CHN.3.1_1,CHN,China,CHN.3_1,Chongqing,重慶|重庆,Chongqing,Chóngqìng,重慶|重庆,Zhíxiáshì,Municipality,NA,NA,1.02160750340248
CHN.4.1_1,CHN,China,CHN.4_1,Fujian,福建,Fuzhou,Fúzhōu,福州市,Dìjíshì,Prefecture City,NA,NA,2.91885911891413
CHN.4.2_1,CHN,China,CHN.4_1,Fujian,福建,Longyan,Lóngyán,龙岩市,Dìjíshì,Prefecture City,NA,NA,0.649529864836298
CHN.4.3_1,CHN,China,CHN.4_1,Fujian,福建,Nanping,Nánpíng,南平市,Dìjíshì,Prefecture City,NA,NA,0.502233979819886
