year,province,total_emissions_mt_co2,coal_related_emissions_mt_co2,es_proxy,source_file,source_sheet
2020,青海,47.926503469211916,27.27163025906808,0.5690302501743619,2020年30个省份排放清单.xlsx,Qinghai2020
2020,黑龙江,273.05934929410887,221.50100566168655,0.8111826466820974,2020年30个省份排放清单.xlsx,Heilongjiang2020
2021,上海,194.07221824892963,100.99794358020046,0.520414227711119,2021年30个省份排放清单.xlsx,Shanghai2021
2021,云南,234.36809154285294,157.03200169768758,0.6700229568963108,2021年30个省份排放清单.xlsx,Yunnan2021
2021,内蒙古,843.3988734052888,790.8457419530655,0.9376888763912667,2021年30个省份排放清单.xlsx,InnerMongolia2021
2021,北京,79.88042845985687,2.1831402240246622,0.027330101579534943,2021年30个省份排放清单.xlsx,Beijing2021
2021,吉林,204.62541950910185,170.6494829310657,0.8339603326920736,2021年30个省份排放清单.xlsx,Jilin2021
2021,四川,314.9018809504588,157.76009805220795,0.5009817584323264,2021年30个省份排放清单.xlsx,Sichuan2021
2021,天津,155.54598447030088,98.28484708873356,0.63187003781187,2021年30个省份排放清单.xlsx,Tianjin2021
2021,宁夏,235.318051076706,219.42581996421256,0.9324648872460995,2021年30个省份排放清单.xlsx,Ningxia2021
2021,安徽,433.7840818922242,325.49086857637514,0.7503522654785773,2021年30个省份排放清单.xlsx,Anhui2021
2021,山东,947.1629167684969,768.2636987662447,0.8111209646882974,2021年30个省份排放清单.xlsx,Shandong2021
2021,山西,613.7281195360918,554.9977595971947,0.9043055742935642,2021年30个省份排放清单.xlsx,Shanxi2021
2021,广东,629.737181952066,379.8753879089708,0.6032284559273269,2021年30个省份排放清单.xlsx,Guangdong2021
2021,广西,288.03228391596235,213.03300956451324,0.7396150413009562,2021年30个省份排放清单.xlsx,Guangxi2021
2021,新疆,520.7101256940094,446.1028828829551,0.8567201997241425,2021年30个省份排放清单.xlsx,Xinjiang2021
2021,江苏,817.6802056396773,637.8611524742682,0.7800863321318445,2021年30个省份排放清单.xlsx,Jiangsu2021
2021,江西,245.41480478676658,175.5158831193827,0.7151805013225795,2021年30个省份排放清单.xlsx,Jiangxi2021
2021,河北,885.5065519309906,778.2628334032694,0.8788899773876784,2021年30个省份排放清单.xlsx,Hebei2021
2021,河南,483.73803202841265,358.98880186050366,0.7421140743372815,2021年30个省份排放清单.xlsx,Henan2021
2021,浙江,442.20295294878684,280.3589211309326,0.6340050858127172,2021年30个省份排放清单.xlsx,Zhejiang2021
2021,海南,45.65271518722447,19.561805651679734,0.4284916148241264,2021年30个省份排放清单.xlsx,Hainan2021
2021,湖北,361.05488822206854,231.33509035519967,0.6407200065739476,2021年30个省份排放清单.xlsx,Hubei2021
2021,湖南,310.8735662308136,194.86208543501516,0.6268210185819928,2021年30个省份排放清单.xlsx,Hunan2021
2021,甘肃,189.45254476525395,150.44392470349808,0.7940981995776806,2021年30个省份排放清单.xlsx,Gansu2021
2021,福建,299.81699280247,207.36958208708984,0.6916538657424005,2021年30个省份排放清单.xlsx,Fujian2021
2021,贵州,265.86299439780663,185.98938255039906,0.6995685238995919,2021年30个省份排放清单.xlsx,Guizhou2021
2021,辽宁,545.6740483082613,433.40078483586365,0.7942484825502047,2021年30个省份排放清单.xlsx,Liaoning2021
2021,重庆,165.27899095845783,97.77582043918578,0.5915804535844565,2021年30个省份排放清单.xlsx,Chongqing2021
2021,陕西,339.10442807012504,275.9989179737005,0.8139053787779655,2021年30个省份排放清单.xlsx,Shaanxi2021
2021,青海,56.381018342001504,34.21190669416889,0.6067983108542481,2021年30个省份排放清单.xlsx,Qinghai2021
2021,黑龙江,287.53620924049204,232.3727701008329,0.8081513306259072,2021年30个省份排放清单.xlsx,Heilongjiang2021
2022,上海,178.58861420917745,97.94644968459926,0.5484473358972171,2022年30个省份排放清单.xlsx,Shanghai2022
2022,云南,220.04674622942355,151.1851005075056,0.6870590140418531,2022年30个省份排放清单.xlsx,Yunnan2022
2022,内蒙古,878.7697446157832,821.8517082577054,0.9352298634462392,2022年30个省份排放清单.xlsx,InnerMongolia2022
2022,北京,71.55446704733545,1.5198922419299126,0.021241053209500642,2022年30个省份排放清单.xlsx,Beijing2022
2022,吉林,186.83958876402147,160.7928088587794,0.8605928214810022,2022年30个省份排放清单.xlsx,Jilin2022
2022,四川,307.8636762143408,155.89819139251733,0.5063870909018118,2022年30个省份排放清单.xlsx,Sichuan2022
2022,天津,152.67850431936844,95.2535935686607,0.623883460172049,2022年30个省份排放清单.xlsx,Tianjin2022
2022,宁夏,247.423050285139,232.55503048142674,0.9399085097909115,2022年30个省份排放清单.xlsx,Ningxia2022
2022,安徽,441.07721856872854,339.21097283149066,0.7690512194944271,2022年30个省份排放清单.xlsx,Anhui2022
2022,山东,920.9053044520662,740.4591116086567,0.8040556483157908,2022年30个省份排放清单.xlsx,Shandong2022
2022,山西,629.3366544086766,573.7381548696518,0.9116553927861312,2022年30个省份排放清单.xlsx,Shanxi2022
2022,广东,619.3538604100308,381.20526827872305,0.6154886449345027,2022年30个省份排放清单.xlsx,Guangdong2022
2022,广西,279.1075043237312,210.54332667791428,0.7543449151897733,2022年30个省份排放清单.xlsx,Guangxi2022
2022,新疆,524.4763936876716,450.86916254574203,0.8596557785482276,2022年30个省份排放清单.xlsx,Xinjiang2022
2022,江苏,821.3459056748381,644.3202699944777,0.7844688401594797,2022年30个省份排放清单.xlsx,Jiangsu2022
