metric,value
nobs,240.0
n_provinces,30.0
n_years,8.0
r_squared,0.26810737398388185
r_squared_within,-0.2084293864200566
r_squared_between,-4.6652487648847005
r_squared_overall,-4.608665312681045
f_statistic,12.027527626632477
f_pvalue,1.6883272557777218e-11
f_statistic_robust,541.2236090987641
f_pvalue_robust,0.0
poolability_f_statistic,61.48521448630063
poolability_f_pvalue,0.0
n_parameters,6.0
cov_estimator,Driscoll-Kraay
