province,year,eff,lntl,ind,urb,rd,open,es,fitted,resid,std_resid
北京,2021,1.008502412368149,1.893791737,0.1805,0.875,0.0653,0.7558,0.006822178,1.0251863401224455,-0.016683927754296467,-0.3553494816945321
吉林,2021,0.4265337117276493,0.427538332,0.3603,0.6336,0.0139,0.1137,0.288922642,0.42982931731850255,-0.003295605590853211,-0.07019280806210074
四川,2021,0.5630140354272554,0.590758239,0.3696,0.5782,0.0226,0.1768,0.237300561,0.47989125210339345,0.0831227833238619,1.7704247109038627
天津,2021,0.93421928823614,2.082668701,0.373,0.8488,0.0366,0.5459,0.187630349,0.8595420683441957,0.07467721989194433,1.5905434124262094
宁夏,2021,0.5066206083133278,0.690231123,0.447,0.6604,0.0156,0.0473,0.52969012,0.5254208275931781,-0.018800219279850296,-0.40042418519331835
安徽,2021,0.3756355894442298,1.033685486,0.41,0.5939,0.0234,0.1609,0.37446378,0.39492465637402496,-0.01928906692979517,-0.4108361074692804
山东,2021,0.6286059515997537,1.15797482,0.3994,0.6394,0.0234,0.3528,0.273702857,0.6189811321001306,0.00962481949962312,0.20499816775541604
山西,2021,0.3312038947007444,0.731825661,0.4964,0.6342,0.0112,0.0988,0.524693696,0.3315417591199042,-0.0003378644191598095,-0.00719614397757987
广东,2021,1.000776421654061,1.943741021,0.4038,0.7463,0.0322,0.6648,0.134536747,1.0459496370020955,-0.045173215348034396,-0.9621402643790344
广西,2021,0.342010928741094,0.474314164,0.3309,0.5508,0.0081,0.2398,0.417705872,0.3518255132245968,-0.009814584483502828,-0.209039955136571
新疆,2021,0.2934327386411296,0.438465709,0.3733,0.5726,0.0049,0.0982,0.260371797,0.2674862852781314,0.025946453362998202,0.5526311843431719
江苏,2021,1.004446656023134,1.751566568,0.4449,0.7394,0.0295,0.4478,0.276667885,0.8858873450606248,0.11855931096250921,2.525184136555565
江西,2021,0.4336608942703569,0.5542652,0.4451,0.6146,0.017,0.168,0.376376705,0.45637651786401745,-0.022715623593660556,-0.48381803069703755
河北,2021,0.3349568933069858,0.930924525,0.4051,0.6114,0.0185,0.1341,0.50799217,0.3338920979861993,0.0010647953207864975,0.022678980089374346
河南,2021,0.4262219306422462,1.006082929,0.4132,0.5645,0.0173,0.1393,0.301839563,0.4017138852442313,0.02450804539801494,0.52199466203562
浙江,2021,0.6892685651206794,1.580349151,0.4242,0.7266,0.0294,0.5634,0.115393079,0.6801150946500023,0.00915347047067707,0.19495894703953476
海南,2021,0.7249410156139366,1.380214146,0.1913,0.6097,0.0073,0.2268,0.03046925,0.994872877413221,-0.2699318617992843,-5.749254527820305
湖北,2021,0.473383513460423,0.719590632,0.379,0.6409,0.0232,0.1074,0.352478012,0.4533679011218006,0.020015612338622396,0.42631073300449474
湖南,2021,0.5347993409853825,0.446129998,0.3935,0.5971,0.0223,0.1296,0.347814285,0.48879910154369244,0.04600023944169006,0.9797549764155188
甘肃,2021,0.4113616125848464,0.318286927,0.3384,0.5333,0.0126,0.048,0.302220278,0.3858403629160476,0.02552124966879879,0.5435748089756
福建,2021,0.4922631985736569,1.496074243,0.4685,0.697,0.0198,0.3776,0.235925973,0.502384701444758,-0.010121502871101057,-0.21557698236191766
贵州,2021,0.3438893679377995,0.46986279,0.3566,0.5433,0.0092,0.0334,0.374725974,0.333571360869743,0.01031800706805653,0.21976230763827256
辽宁,2021,0.3950991322495656,0.749363841,0.3943,0.7281,0.0218,0.28,0.327577125,0.40170644507550973,-0.00660731282594413,-0.14072856360147223
重庆,2021,0.4637356734028739,0.592985578,0.401,0.7032,0.0216,0.2868,0.248748211,0.4806094030929337,-0.016873729690059805,-0.3593920561105447
陕西,2021,0.3605764191237145,0.666067254,0.4632,0.6363,0.0235,0.1595,0.389156042,0.37365711189480766,-0.013080692771093135,-0.2786045027806083
青海,2021,0.9803344956006036,0.208673474,0.3982,0.6102,0.008,0.0095,0.239684751,0.9764681445145762,0.0038663510860274045,0.08234906520229476
黑龙江,2021,0.3612630692426392,0.199237623,0.2672,0.6569,0.0131,0.1339,0.292488381,0.38102916718703295,-0.019766097944393747,-0.4209963482882428
上海,2022,0.6389035056978963,2.878166095,0.2566,0.8933,0.0444,0.9364,0.137292749,0.6446126189335762,-0.005709113235679894,-0.12159789104288105
云南,2022,0.293755254690567,0.274027264,0.3616,0.5172,0.0108,0.112,0.402316736,0.30963698925113825,-0.01588173456057125,-0.3382636407698297
内蒙古,2022,0.3851624568931784,0.366068414,0.4854,0.686,0.009,0.0651,0.440982652,0.3820037055668557,0.0031587513263226993,0.06727796134945711
北京,2022,1.265066650072873,1.929774651,0.1587,0.8757,0.0683,0.8753,0.00563742,1.1169041669671136,0.14816248310575933,3.15569944641172
吉林,2022,0.4343727199038105,0.398531762,0.3541,0.6372,0.0143,0.1193,0.281200443,0.4383124927580449,-0.003939772854234427,-0.08391286886182177
四川,2022,0.5871767058676729,0.623744516,0.3728,0.5835,0.0214,0.177,0.204858096,0.48701006478970044,0.10016664107797249,2.1334403094003767
天津,2022,1.007444783973375,2.107440778,0.3702,0.8511,0.0349,0.509,0.179341939,0.8471133642703258,0.16033141970304912,3.4148845361761477
宁夏,2022,0.499909878182166,0.731129463,0.4831,0.6634,0.0157,0.0423,0.513603623,0.5450114686702792,-0.04510159048811316,-0.9606147329080114
安徽,2022,0.3786534280017262,1.070435696,0.4127,0.6015,0.0256,0.1671,0.347723179,0.4225410319123411,-0.04388760391061492,-0.9347581416154108
山东,2022,0.6526545559417306,1.197341238,0.4005,0.6454,0.0249,0.3683,0.249304028,0.6492696076506125,0.003384948291118156,0.07209571022638105
山西,2022,0.3339871557679442,0.756578197,0.5398,0.6396,0.0107,0.0714,0.458715666,0.3371597179218188,-0.003172562153874625,-0.067572116927485
广东,2022,1.016609139072248,1.951320749,0.4093,0.7479,0.0342,0.6428,0.139179266,1.0619167039087358,-0.0453075648364879,-0.9650017620905421
广西,2022,0.3428163333775334,0.474905392,0.3399,0.5565,0.0083,0.2458,0.413479646,0.3610016696948539,-0.018185336317320472,-0.3873278480923918
新疆,2022,0.2904995245901567,0.500996017,0.4098,0.5789,0.0051,0.1385,0.249264619,0.30492940920859246,-0.014429884618435737,-0.3073408189958483
江苏,2022,1.013758439169936,1.770671132,0.4548,0.7442,0.0312,0.4412,0.273866865,0.9040548702626249,0.109703568907311,2.336566480348994
江西,2022,0.4282572931132526,0.578715966,0.4477,0.6207,0.0174,0.2065,0.364149352,0.48548860996783677,-0.05723131685458416,-1.2189646874810274
河北,2022,0.3461327660808853,0.962061646,0.4024,0.6165,0.02,0.1298,0.500861981,0.3528349239828052,-0.0067021579019199366,-0.14274866037278572
河南,2022,0.4231551247900952,1.033653278,0.4151,0.5707,0.0186,0.1381,0.288330191,0.41926991182089784,0.0038852129691973793,0.08275080276115632
浙江,2022,0.5808955258420825,1.617957356,0.4273,0.7338,0.0311,0.6026,0.048045253,0.7259405961864462,-0.1450450703443638,-3.089301951451066
海南,2022,0.906371301709008,1.364573698,0.1923,0.6149,0.01,0.2941,0.079269524,1.0383896165565023,-0.1320183148474943,-2.8118462538392186
湖北,2022,0.4859713409492087,0.7808928,0.3953,0.6467,0.0233,0.114,0.378192112,0.4688881828020708,0.017083158147137928,0.36385265404472367
湖南,2022,0.5651480342707433,0.467838783,0.3941,0.6031,0.0241,0.1445,0.338784226,0.5155754904544709,0.04957254381627239,1.055841167069038
甘肃,2022,0.4125362718351546,0.328631359,0.3522,0.5419,0.0129,0.0507,0.292894503,0.3913781157118344,0.021158156123320226,0.4506456706573583
福建,2022,0.5133121595376036,1.484745575,0.4722,0.7011,0.0204,0.3732,0.228586603,0.5105158000143696,0.0027963595232339544,0.059559410820204786
贵州,2022,0.3434866927962318,0.42375074,0.3527,0.5481,0.0099,0.0362,0.338654643,0.34162191073803216,0.0018647820581996002,0.039717825898871406
辽宁,2022,0.4084109900601219,0.717928124,0.4057,0.73,0.0214,0.2727,0.324968647,0.40269370028907886,0.0057172897710429955,0.12177204233663713
重庆,2022,0.4646372474099707,0.63002542,0.4015,0.7096,0.0236,0.2782,0.240925916,0.4997747305472427,-0.03513748313727201,-0.7483901036232037
陕西,2022,0.3546504219339716,0.69767463,0.4862,0.6402,0.0235,0.1451,0.378796713,0.38312145063917397,-0.028471028705202375,-0.6064018882543067
青海,2022,1.001248988942808,0.205893713,0.4392,0.6143,0.008,0.0112,0.23061086,0.9882090621369327,0.013039926805875277,0.2777362321416873
黑龙江,2022,0.3671306897275555,0.184944749,0.2924,0.6621,0.0137,0.1668,0.272450705,0.40693539658719785,-0.039804706859642325,-0.8477968833168894
