province,year,eff,lntl,ind,urb,rd,open,es,fitted,resid,std_resid
山西,2021,0.331203895,0.731346492,0.4964,0.6342,0.0112,0.0988,0.524693696,0.3351320013973406,-0.0039281063973406,-0.08326358633655022
广东,2021,1.000776422,1.25054591,0.4038,0.7463,0.0322,0.6648,0.134536747,1.0188474436480623,-0.018071021648062503,-0.38304921480787907
广西,2021,0.342010929,0.513319342,0.3309,0.5508,0.0081,0.2398,0.417705872,0.3545883462205797,-0.01257741722057969,-0.2666019600043303
新疆,2021,0.293432739,0.379428943,0.3733,0.5726,0.0049,0.0982,0.260371797,0.29055136725130126,0.0028813717486987217,0.06107608122017775
江苏,2021,1.004446656,1.64206195,0.4449,0.7394,0.0295,0.4478,0.276667885,0.8758278390868863,0.12861881691311378,2.726317182701668
江西,2021,0.433660894,0.525219539,0.4451,0.6146,0.017,0.168,0.376376705,0.45557708373833916,-0.02191618973833912,-0.46455476808923923
河北,2021,0.334956893,0.838026611,0.4051,0.6114,0.0185,0.1341,0.50799217,0.3320663226222042,0.002890570377795783,0.061271063425476356
河南,2021,0.426221931,0.922532937,0.4132,0.5645,0.0173,0.1393,0.301839563,0.3968346156426238,0.029387315357376223,0.622919295443454
浙江,2021,0.689268565,1.343732995,0.4242,0.7266,0.0294,0.5634,0.115393079,0.6567200405608439,0.032548524439156123,0.689927054063961
海南,2021,0.724941016,0.826254556,0.1913,0.6097,0.0073,0.2268,0.03046925,0.9748357023157729,-0.24989468631577283,-5.296986813591747
湖北,2021,0.473383513,0.61817342,0.379,0.6409,0.0232,0.1074,0.352478012,0.44703978877065226,0.02634372422934772,0.5584046700673871
湖南,2021,0.534799341,0.511498419,0.3935,0.5971,0.0223,0.1296,0.347814285,0.495726018250009,0.039073322749991035,0.8282323983007135
甘肃,2021,0.411361613,0.361094533,0.3384,0.5333,0.0126,0.048,0.302220278,0.40019597146502495,0.011165641534975047,0.2366767250957834
福建,2021,0.492263199,0.907471444,0.4685,0.697,0.0198,0.3776,0.235925973,0.48159983332803824,0.01066336567196177,0.22603004563896292
贵州,2021,0.343889368,0.494499485,0.3566,0.5433,0.0092,0.0334,0.374725974,0.3357839835035363,0.008105384496463704,0.17180883447280154
辽宁,2021,0.395099132,0.800866327,0.3943,0.7281,0.0218,0.28,0.327577125,0.40821110589621173,-0.013111973896211703,-0.2779328918608093
重庆,2021,0.463735673,0.703892987,0.401,0.7032,0.0216,0.2868,0.248748211,0.4878450588326933,-0.02410938583269328,-0.511043674927118
陕西,2021,0.360576419,0.644855834,0.4632,0.6363,0.0235,0.1595,0.389156042,0.3722531418752045,-0.011676722875204493,-0.24751005316602173
青海,2021,0.980334496,0.279937024,0.3982,0.6102,0.008,0.0095,0.239684751,0.9901996305379914,-0.009865134537991482,-0.20911003884259496
黑龙江,2021,0.361263069,0.44095911,0.2672,0.6569,0.0131,0.1339,0.292488381,0.40773592413264914,-0.046472855132649135,-0.9850793726623729
上海,2022,0.638903506,2.866260881,0.2566,0.8933,0.0444,0.9364,0.137292749,0.65007785513154,-0.011174349131539987,-0.2368612989451216
云南,2022,0.293755255,0.270146153,0.3616,0.5172,0.0108,0.112,0.402316736,0.31278446665976933,-0.019029211659769348,-0.40335985018694803
内蒙古,2022,0.385162457,0.087691431,0.4854,0.686,0.009,0.0651,0.440982652,0.36978428130378754,0.015378175696212491,0.3259692916279239
北京,2022,1.26506665,1.893791737,0.1587,0.8757,0.0683,0.8753,0.00563742,1.1234869943840797,0.14157965561592023,3.001046480527166
吉林,2022,0.43437272,0.388779657,0.3541,0.6372,0.0143,0.1193,0.281200443,0.4421130202497682,-0.007740300249768172,-0.16407018876925597
四川,2022,0.587176706,0.312915807,0.3728,0.5835,0.0214,0.177,0.204858096,0.4771048895815577,0.11007181641844235,2.3331787030470363
天津,2022,1.007444784,2.0826687,0.3702,0.8511,0.0349,0.509,0.179341939,0.8538885255153419,0.15355625848465818,3.2549130528926375
宁夏,2022,0.499909878,0.576887063,0.4831,0.6634,0.0157,0.0423,0.513603623,0.542990942396949,-0.043081064396949,-0.9131840031915563
安徽,2022,0.378653428,0.840387408,0.4127,0.6015,0.0256,0.1671,0.347723179,0.4245926247051994,-0.045939196705199366,-0.9737674808617143
山东,2022,0.652654556,1.157670564,0.4005,0.6454,0.0249,0.3683,0.249304028,0.655208235669974,-0.0025536796699740447,-0.05413003268463654
山西,2022,0.333987156,0.619659847,0.5398,0.6396,0.0107,0.0714,0.458715666,0.3357359466611407,-0.0017487906611407117,-0.03706889973678485
广东,2022,1.016609139,1.313970829,0.4093,0.7479,0.0342,0.6428,0.139179266,1.065778183135996,-0.049169044135996084,-1.0422301580921727
广西,2022,0.342816333,0.388567755,0.3399,0.5565,0.0083,0.2458,0.413479646,0.3608997385210602,-0.018083405521060227,-0.3833117142348867
新疆,2022,0.290499525,0.100402429,0.4098,0.5789,0.0051,0.1385,0.249264619,0.28786225670188453,0.002637268298115454,0.055901850515416254
江苏,2022,1.013758439,1.650302754,0.4548,0.7442,0.0312,0.4412,0.273866865,0.9129753383308666,0.10078310066913344,2.136286942102915
江西,2022,0.428257293,0.434464382,0.4477,0.6207,0.0174,0.2065,0.364149352,0.48395620483220525,-0.05569891183220528,-1.1806429574648325
河北,2022,0.346132766,0.756999651,0.4024,0.6165,0.02,0.1298,0.500861981,0.3508683784769369,-0.004735612476936945,-0.10038019301025934
河南,2022,0.423155125,0.873223853,0.4151,0.5707,0.0186,0.1381,0.288330191,0.4206664191281254,0.0024887058718746314,0.05275279110805276
浙江,2022,0.580895526,1.430081136,0.4273,0.7338,0.0311,0.6026,0.048045253,0.731567512269805,-0.15067198626980496,-3.193775490849478
海南,2022,0.906371302,0.835736808,0.1923,0.6149,0.01,0.2941,0.079269524,1.0455656072236856,-0.1391943052236855,-2.9504845027606716
湖北,2022,0.485971341,0.538890559,0.3953,0.6467,0.0233,0.114,0.378192112,0.458385548659605,0.027585792340394974,0.5847326344703055
湖南,2022,0.565148034,0.381412837,0.3941,0.6031,0.0241,0.1445,0.338784226,0.5155524575214547,0.049595576478545345,1.0512713114970875
甘肃,2022,0.412536272,0.149724154,0.3522,0.5419,0.0129,0.0507,0.292894503,0.38552649314402265,0.02700977885597735,0.5725229477562963
福建,2022,0.51331216,0.909529063,0.4722,0.7011,0.0204,0.3732,0.228586603,0.5118550783500444,0.0014570816499555814,0.030885579841375473
贵州,2022,0.343486693,0.357599693,0.3527,0.5481,0.0099,0.0362,0.338654643,0.3458415316616596,-0.002354838661659607,-0.04991522438050181
辽宁,2022,0.40841099,0.688459993,0.4057,0.73,0.0214,0.2727,0.324968647,0.4137578078689904,-0.005346817868990413,-0.11333583824559801
重庆,2022,0.464637247,0.592985577,0.4015,0.7096,0.0236,0.2782,0.240925916,0.5007692909085809,-0.036132043908580984,-0.7658864738325218
陕西,2022,0.354650422,0.527092885,0.4862,0.6402,0.0235,0.1451,0.378796713,0.3749631633681603,-0.020312741368160317,-0.43056667094987155
青海,2022,1.001248989,0.037744826,0.4392,0.6143,0.008,0.0112,0.23061086,0.9794738088017856,0.0217751801982145,0.46156580627639454
黑龙江,2022,0.36713069,0.172250733,0.2924,0.6621,0.0137,0.1668,0.272450705,0.4080827808360224,-0.04095209083602243,-0.868056413465765
