variable,coef,std_err,t_value,p_value,ci_lower,ci_upper
lntl,0.22149211858267828,0.07611057803835669,2.91013580886293,0.0040284107093429,0.07139604338447256,0.37158819378088404
ind,0.12596977068719692,0.07596827163737083,1.6581892410097825,0.09887068450770697,-0.0238456650412521,0.27578520641564597
urb,-1.9820134065993213,0.3674592419844364,-5.393831968671151,1.9645472182361345e-07,-2.7066720734849694,-1.2573547397136733
rd,6.5758956463687674,3.1856166499376677,2.0642457548988,0.04030465237336589,0.2936078413709833,12.858183451366552
open,0.4636028938048725,0.22159838800927853,2.092086038935721,0.03771213868739398,0.026593358892660957,0.900612428717084
es,-0.1383611565318422,0.11007162883941204,-1.257010166840566,0.210238239970979,-0.35543110797989574,0.07870879491621138
