variable,coef,std_err,t_value,p_value,ci_lower,ci_upper
lntl,0.17246673112586344,0.08760958999314376,1.9685827903013873,0.05040359207903444,-0.00030630445754623037,0.34523976670927314
ind,0.08284372874582976,0.07291001249240044,1.1362462563624542,0.25723384992670706,-0.060940578242961785,0.2266280357346213
urb,-1.9282354359738048,0.3815768307488505,-5.053334690656171,9.880360589686887e-07,-2.680735103669261,-1.1757357682783487
rd,6.588900519095906,3.4404338458388,1.9151365247336964,0.05692354870513916,-0.19590693538473047,13.373707973576542
open,0.45216678661759563,0.22363933911214715,2.0218571044464144,0.044543714467517814,0.011132334826449763,0.8932012384087415
es,-0.13863702925858432,0.11164433873517605,-1.2417739298670198,0.2157963670687506,-0.3588084889182901,0.08153443040112146
