weight_type,effect_type,variable,coef,se,zstat,pvalue,ll,ul
adjacency_01,LR_Direct,es,.0655222474702361,.1346895226404336,.4864687778659214,.6266348368485762,-.1984643659999059,.329508860940378
adjacency_01,LR_Direct,ind,.154581811008863,.1181048634284218,1.308852205756525,.1905844189278937,-.0768994677098655,.3860630897275914
adjacency_01,LR_Direct,lntl,.2401425548667144,.0975076607087081,2.462807056607686,.0137854077250126,.0490310516608951,.4312540580725336
adjacency_01,LR_Direct,open,.5507960475645149,.0951164010420742,5.790757866467986,7.00695300326e-09,.3643713271829815,.7372207679460484
adjacency_01,LR_Direct,rd,5.636620330342383,2.48723639217673,2.266218180174438,.0234380280623866,.7617265806386522,10.51151408004611
adjacency_01,LR_Direct,urb,-1.728951096871011,.4163566362204194,-4.152572449825692,.0000328758621641,-2.544995108587278,-.9129070851547445
adjacency_01,LR_Indirect,es,.2472929238270044,.3007948356212002,.8221315479579167,.4110020320870347,-.3422541207261938,.8368399683802026
adjacency_01,LR_Indirect,ind,.0675427140210576,.2736785734476354,.2467957691031335,.8050662849994763,-.4688574332766077,.6039428613187229
adjacency_01,LR_Indirect,lntl,-.040750505097456,.1376474374541559,-.2960498637036245,.7671920014947099,-.3105345250718314,.2290335148769193
adjacency_01,LR_Indirect,open,.7735302358541126,.1906869438984924,4.056545351452498,.0000498038954973,.3997906934910578,1.147269778217167
adjacency_01,LR_Indirect,rd,-1.993069202949463,5.948536903560155,-.3350520027465284,.7375858584845566,-13.65198729463478,9.665848888735853
adjacency_01,LR_Indirect,urb,-.5139427180103251,.8005525300215826,-.6419850025287778,.5208829207788455,-2.082996844585047,1.055111408564397
adjacency_01,LR_Total,es,.3128151712972405,.3487146351325973,.8970520298876871,.3696911541656658,-.3706529544446759,.9962832970391569
adjacency_01,LR_Total,ind,.2221245250299205,.3309063991793773,.6712608930524537,.5020543429398714,-.4264400996154933,.8706891496753344
adjacency_01,LR_Total,lntl,.1993920497692583,.1213764244982542,1.642757649135777,.1004330858309911,-.0385013708195651,.4372854703580817
adjacency_01,LR_Total,open,1.324326283418628,.232325508292687,5.700305115657908,1.19593181839e-08,.8689766544749994,1.779675912362256
adjacency_01,LR_Total,rd,3.64355112739292,6.249424044324136,.583021907547156,.5598785524969272,-8.605094923601031,15.89219717838687
adjacency_01,LR_Total,urb,-2.242893814881336,.7200081082774112,-3.115095217812705,.0018388554010304,-3.654083775681878,-.8317038540807948
economic_geo_nested,LR_Direct,es,-.0077915612653632,.1333471617571964,-.0584306494618188,.9534056017300548,-.269147195750105,.2535640732193786
economic_geo_nested,LR_Direct,ind,.1236462883912724,.1262153183761193,.9796456561857946,.3272610598572783,-.1237311899231779,.3710237667057226
economic_geo_nested,LR_Direct,lntl,.0068144951403255,.090401962116344,.075379947301979,.9399124135454832,-.1703700947394631,.1839990850201141
economic_geo_nested,LR_Direct,open,.4723627530618203,.0989192666129034,4.775235090554176,1.79497438248e-06,.2784845531234143,.6662409530002262
economic_geo_nested,LR_Direct,rd,6.176767569286699,2.46833553992938,2.502401909856801,.0123353802408379,1.338918809264886,11.01461632930851
economic_geo_nested,LR_Direct,urb,-1.011586268334454,.437010507855685,-2.314787059235913,.0206245884842267,-1.868111124597155,-.1550614120717529
