weight_type,test_name,statistic,df,pvalue
adjacency_01,Wald: SDM -> SAR,26.35199755375833,6,.0001914121614572
adjacency_01,Wald: SDM -> SEM,26.43151268502229,6,.0001849795133201
economic_geo_nested,Wald: SDM -> SAR,16.49577182033374,6,.0113264082709018
economic_geo_nested,Wald: SDM -> SEM,15.98048663406673,6,.0138590879121864
economic_inv,Wald: SDM -> SAR,48.26104696309496,6,1.04786904082e-08
economic_inv,Wald: SDM -> SEM,46.03535582127929,6,2.91295487186e-08
geographic_inv,Wald: SDM -> SAR,12.59643805688297,6,.0499114338517342
geographic_inv,Wald: SDM -> SEM,11.56946001226903,6,.072292345111131
