weight_type,test_name,statistic,df,pvalue
adjacency_01,LR: both vs ind,12.63343813674851,7,.0815594856297772
adjacency_01,LR: both vs time,553.570957880436,29,2.63447064500e-98
economic_geo_nested,LR: both vs ind,14.14844036914735,7,.0486033113044861
economic_geo_nested,LR: both vs time,554.7137602235762,29,1.52961676919e-98
economic_inv,LR: both vs ind,27.93302637198769,7,.0002261223512702
economic_inv,LR: both vs time,564.0735871433212,29,1.7777001465e-100
geographic_inv,LR: both vs ind,14.83269740773324,7,.0382047881488678
geographic_inv,LR: both vs time,549.1900887702894,29,2.11631386987e-97
