year,moran_i,z_value,p_value,perm_mean,perm_std,significance
2015,0.21312777514902045,2.5902494484192062,0.0198,-0.03506179128564467,0.09581685910062901,**
2016,0.2659714308470828,3.147818401040507,0.0083,-0.03329421571711273,0.09507081045884784,***
2017,0.25295068422149397,2.9562387027491446,0.0085,-0.03338638926240345,0.09685857681844812,***
2018,0.20457098050173889,2.4634717198747222,0.0199,-0.03563898894985642,0.0975087180882316,**
2019,0.1783164877554705,2.189100907688315,0.0284,-0.03458474547815172,0.09725510253359922,**
2020,0.1779610519189096,2.1818591777381333,0.0298,-0.036253104505853145,0.098179643585812,**
2021,0.15923047878155824,1.9887287439048265,0.0383,-0.03482233592770878,0.09757631115053352,**
2022,0.1051475330935976,1.4317926194270376,0.089,-0.03436008520869647,0.09743563167557116,*
