region,nobs,n_provinces,n_years,coef_core,se_core,t_core,p_core,ci_lower,ci_upper,stars_core,r2_within,r2_between,r2_overall,r2_model,f_statistic,f_pvalue,cov_type
东部,80,10,8,0.4845686569160052,0.15157589600322346,3.196871466329318,0.0022673509310071616,0.18104316070846443,0.7880941531235459,***,0.3070298694510728,-2.0684324300226207,-2.026768440292772,0.22709580651436645,2.7913034759936037,0.018890789228492744,Driscoll-Kraay
中部,48,6,8,-0.07505006081638131,0.22810701116343118,-0.3290125123011252,0.7445105695523471,-0.5415812816261263,0.3914811599933637,,-0.9918242393057553,-8.106492541818639,-8.035657054593436,0.2278151652999839,1.4259625193377712,0.23867442746148793,Driscoll-Kraay
西部,88,11,8,-0.04202271056698428,0.11797020148997027,-0.3562146206095699,0.7228514580898453,-0.27769528040933117,0.1936498592753626,,0.10324849741195363,0.6514812600505713,0.64880243159747,0.25350186585982104,3.6222728213771944,0.003722391578998563,Driscoll-Kraay
东北,24,3,8,0.21113795597009413,0.05091292942604927,4.147040022059048,0.0032220499734318953,0.09373253017826666,0.3285433817619216,***,0.19266289262652725,0.9828648728557974,0.9795595428467331,0.8445339624030552,7.243030700527759,0.006724140205050855,Driscoll-Kraay
