year,province,eff
2020,湖南,0.4830879453257223
2020,甘肃,0.4074829682568279
2020,福建,0.4587079358149891
2020,贵州,0.341185399003432
2020,辽宁,0.3649711285483724
2020,重庆,0.4611495741756552
2020,陕西,0.3606692059459596
2020,青海,1.068106944398195
2020,黑龙江,0.3572519107120143
2021,上海,0.6366619826711226
2021,云南,0.2938250096288113
2021,内蒙古,0.3778563397343704
2021,北京,1.008502412368149
2021,吉林,0.4265337117276493
2021,四川,0.5630140354272554
2021,天津,0.9342192882361401
2021,宁夏,0.5066206083133278
2021,安徽,0.3756355894442298
2021,山东,0.6286059515997537
2021,山西,0.3312038947007444
2021,广东,1.000776421654061
2021,广西,0.342010928741094
2021,新疆,0.2934327386411296
2021,江苏,1.004446656023134
2021,江西,0.4336608942703569
2021,河北,0.3349568933069858
2021,河南,0.4262219306422462
2021,浙江,0.6892685651206794
2021,海南,0.7249410156139366
2021,湖北,0.473383513460423
2021,湖南,0.5347993409853825
2021,甘肃,0.4113616125848464
2021,福建,0.4922631985736569
2021,贵州,0.3438893679377995
2021,辽宁,0.3950991322495656
2021,重庆,0.4637356734028739
2021,陕西,0.3605764191237145
2021,青海,0.9803344956006036
2021,黑龙江,0.3612630692426392
2022,上海,0.6389035056978963
2022,云南,0.293755254690567
2022,内蒙古,0.3851624568931784
2022,北京,1.265066650072873
2022,吉林,0.4343727199038105
2022,四川,0.5871767058676729
2022,天津,1.007444783973375
2022,宁夏,0.499909878182166
2022,安徽,0.3786534280017262
2022,山东,0.6526545559417306
2022,山西,0.3339871557679442
2022,广东,1.016609139072248
2022,广西,0.3428163333775334
2022,新疆,0.2904995245901567
2022,江苏,1.013758439169936
2022,江西,0.4282572931132526
2022,河北,0.3461327660808853
2022,河南,0.4231551247900952
2022,浙江,0.5808955258420825
2022,海南,0.9063713017090081
2022,湖北,0.4859713409492087
2022,湖南,0.5651480342707433
2022,甘肃,0.4125362718351546
2022,福建,0.5133121595376036
2022,贵州,0.3434866927962318
2022,辽宁,0.4084109900601219
2022,重庆,0.4646372474099707
2022,陕西,0.3546504219339716
2022,青海,1.001248988942808
2022,黑龙江,0.3671306897275555
