province,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,江苏,江西,河北,河南,浙江,海南,湖北,湖南,甘肃,福建,贵州,辽宁,重庆,陕西,青海,黑龙江
湖北,0.0001589849131898594,5.2088232126438846e-05,6.22273252812012e-05,0.00011191976758823883,4.8336573242904635e-05,0.0006396047979173591,5.688476995421779e-05,2.9784532846704058e-05,0.00011771150732787475,2.3800608071989285e-05,4.64314159945496e-05,1.848651920962403e-05,6.17439644884182e-05,3.909928438337796e-05,1.9453581097776768e-05,6.628724860862781e-05,0.012026640994198281,0.00010428140007741602,5.7349264383670395e-05,3.0631091750106196e-05,0.0,0.008431850281536951,3.4518073877729594e-05,0.0002897109217561976,4.342843270264723e-05,0.00017110893864786023,5.9936789217614496e-05,6.944662371204964e-05,2.918453999869519e-05,5.1722484664171125e-05
湖南,0.00015604268440196436,5.1768429723146054e-05,6.177145000069468e-05,0.00011045366605402351,4.8061057578818794e-05,0.0006921049788188566,5.650357334092782e-05,2.9679692775446386e-05,0.00011609083959079299,2.3867980288685882e-05,4.617713376282255e-05,1.852713927576429e-05,6.129511832973444e-05,3.891881417429506e-05,1.949856730456229e-05,6.577019421729616e-05,0.0049567113667442365,0.00010558725663133985,5.774199681257708e-05,3.0520218385614645e-05,0.008431850281536951,0.0,3.437734087696588e-05,0.00028008736741444353,4.3205899753513696e-05,0.00016770565982997365,5.951374296459563e-05,6.887931808812476e-05,2.9083874135369875e-05,5.140714400598834e-05
甘肃,4.409088403996437e-05,0.00010233177295559242,7.751805994300161e-05,4.991176059322613e-05,0.00012074287967908698,3.27505957604902e-05,8.77891256304691e-05,0.00021719568890975736,4.884008674359382e-05,1.4087272213595934e-05,0.00013453177385753352,1.2038938489127247e-05,7.828146958316257e-05,0.0002946016091702802,1.2441718710019277e-05,7.202290157064307e-05,3.461743054978383e-05,2.593376595294998e-05,2.1548312842114272e-05,0.0002720172754260015,3.4518073877729594e-05,3.437734087696588e-05,0.0,3.9187081783452057e-05,0.00016823854997083601,4.3241185970427556e-05,8.139288278511765e-05,6.863049566105992e-05,0.00018887929290605635,0.00010377342002230053
福建,0.00035233742887659416,6.35062660283579e-05,7.924938784595425e-05,0.0001823734098722193,5.8016244373070365e-05,0.00019939455627568167,7.078302419971342e-05,3.319749295675001e-05,0.00019826991506114358,2.1993756040400902e-05,5.529314228139568e-05,1.7377647599863657e-05,7.846707733090328e-05,4.5199376363616005e-05,1.8229501961801302e-05,8.595391716796092e-05,0.00029686206073945665,7.668032817962775e-05,4.787270021211009e-05,3.425261559386263e-05,0.0002897109217561976,0.00028008736741444353,3.9187081783452057e-05,0.0,5.1086422412984574e-05,0.00041797048444893565,7.557135461462897e-05,9.134228990864935e-05,3.245383414537487e-05,6.296343171405218e-05
贵州,5.974970485507378e-05,0.00026121970877155396,0.00014375502157629,7.09651827186718e-05,0.00042769386918288434,4.066717793134369e-05,0.00018358758089791346,9.480394857555607e-05,6.881818368594644e-05,1.5374651996022885e-05,0.0006714801345199993,1.296682837675326e-05,0.000146402716445453,0.00039222972172314177,1.3435297098016796e-05,0.00012593615203359103,4.358582194675265e-05,3.0659961359127293e-05,2.471368904867241e-05,0.00010394818045493771,4.342843270264723e-05,4.3205899753513696e-05,0.00016823854997083601,5.1086422412984574e-05,0.0,5.819990273283056e-05,0.00015767534548881068,0.00011591728353500482,8.89812116416317e-05,0.0002708237728521478
辽宁,0.002243787746171949,7.488413046509856e-05,9.77910893725051e-05,0.0003235468972263256,6.73671124457632e-05,0.00013499474992171196,8.521395010717768e-05,3.606171046416789e-05,0.0003771996252930982,2.089429099245368e-05,6.372303637149386e-05,1.668398978012321e-05,9.660263089462164e-05,5.0679907390157384e-05,1.7467661631383684e-05,0.00010820604734634565,0.00017357852573581298,6.479341203672302e-05,4.295302874097735e-05,3.731017889817683e-05,0.00017110893864786023,0.00016770565982997365,4.3241185970427556e-05,0.00041797048444893565,5.819990273283056e-05,0.0,9.225080599364877e-05,0.00011688636131834106,3.518588566612282e-05,7.413051614989489e-05
重庆,9.620621621578168e-05,0.0003977802994120654,0.0016283114412593076,0.0001290443858640358,0.00024974871228931764,5.4801399459830725e-05,0.0011171261293560397,5.9205826761949666e-05,0.00012211655952581042,1.703578180640424e-05,0.00020606242771491017,1.4128740899303488e-05,0.0020478008109066,0.00011246478814467673,1.4686733229145406e-05,0.0006256310926565863,6.02369903958321e-05,3.8060901308129054e-05,2.9307242128160772e-05,6.264752073439132e-05,5.9936789217614496e-05,5.951374296459563e-05,8.139288278511765e-05,7.557135461462897e-05,0.00015767534548881068,9.225080599364877e-05,0.0,0.0004376950671160279,5.688129053138259e-05,0.00037740013667111893
陕西,0.00012330998845946597,0.00020839211043661957,0.000598600776073336,0.00018299681342867993,0.0001590148644332389,6.264481301414555e-05,0.0003144802741788094,5.215144234495003e-05,0.00016937089957670134,1.7725693742002667e-05,0.0001401032358504119,1.460002793758781e-05,0.0005566791602518528,8.947450913489084e-05,1.5196652575088513e-05,0.0014570683949634872,6.984996528161609e-05,4.168579710616122e-05,3.1410425398093364e-05,5.4803471577937524e-05,6.944662371204964e-05,6.887931808812476e-05,6.863049566105992e-05,9.134228990864935e-05,0.00011591728353500482,0.00011688636131834106,0.0004376950671160279,0.0,5.033936598831301e-05,0.0002026587537043097
青海,3.574644235687283e-05,6.637231610854407e-05,5.496134324495113e-05,3.947927659096008e-05,7.365696567146072e-05,2.791098893164401e-05,5.993292643097562e-05,0.0014487637529209873,3.880575939242332e-05,1.3109518866373638e-05,7.856956341627929e-05,1.1317570204434772e-05,5.534401266395312e-05,0.00011509067553672114,1.1672815537833533e-05,5.214074472999677e-05,2.9255533161136487e-05,2.280285659355286e-05,1.9341711741984312e-05,0.0006179898655631829,2.918453999869519e-05,2.9083874135369875e-05,0.00018887929290605635,3.245383414537487e-05,8.89812116416317e-05,3.518588566612282e-05,5.688129053138259e-05,5.033936598831301e-05,0.0,6.69758021380573e-05
黑龙江,7.666332794551385e-05,0.007366101108779495,0.000306387502189373,9.616328481141215e-05,0.0007383795253980885,4.785280457597076e-05,0.0005699455718293591,7.022214544963021e-05,9.226279442855386e-05,1.630000230925393e-05,0.0004538871732098737,1.3618890079005447e-05,0.0003186706267302464,0.00016020597724147496,1.4136599701340836e-05,0.00023539970937151692,5.194588621948906e-05,3.457409490280857e-05,2.7195368860224472e-05,7.511671608161901e-05,5.1722484664171125e-05,5.140714400598834e-05,0.00010377342002230053,6.296343171405218e-05,0.0002708237728521478,7.413051614989489e-05,0.00037740013667111893,0.0002026587537043097,6.69758021380573e-05,0.0
