province,上海,云南,内蒙古,北京,吉林,四川,天津,宁夏,安徽,山东,山西,广东,广西,新疆,江苏,江西,河北,河南,浙江,海南,湖北,湖南,甘肃,福建,贵州,辽宁,重庆,陕西,青海,黑龙江
山西,0.0009096714899738042,0.0005878876026612728,0.0029600622521646874,0.0024752584792619896,0.0007910889860293585,0.0008958107760198242,0.0023376917773716317,0.0018104962143663745,0.001259283159559505,0.0024084512804892913,0.0,0.0006099097318025395,0.0005815326176937366,0.00045673438936052395,0.0011636067959260245,0.0009373251045917341,0.005795968448148431,0.0027869970745306497,0.0009139757080359658,0.000501607947779168,0.0012128975454901345,0.0009300403149654096,0.0012494458156069714,0.0006869126099947923,0.0007308761511971871,0.0009745027122983672,0.0009252942994660205,0.0019448316446264717,0.0010387634003465652,0.0006858826097482821
广东,0.0008256361587676118,0.0009145194240101973,0.0005068071986942553,0.0005294261143386497,0.0003909315128519371,0.0008072735573460024,0.0005503143591544632,0.0005462249550492278,0.0009539340397438621,0.0006458034967623917,0.0006099097318025395,0.0,0.0019649404624414966,0.0003046199467614131,0.0008858660555980463,0.0014920825362130404,0.0006012755749386903,0.0007727699287707866,0.0009538194463132595,0.002175577148528791,0.0011968422066251454,0.0017717015232536048,0.0005875512175424272,0.0014455705246014439,0.0013061134025143424,0.0004385892892866106,0.001019160120202061,0.0007644167571389369,0.0005368125035252236,0.00035840897288481416
广西,0.0006244782018200728,0.0016106464240994392,0.0004937484275152599,0.0004886964827164538,0.00035558239318989645,0.0010330383235445367,0.0005006015568367504,0.000571381605941229,0.0007473775425959689,0.0005709564116091884,0.0005815326176937366,0.0019649404624414966,0.0,0.0003327847591561029,0.0006886198608295718,0.0010011942105006126,0.0005579943158095423,0.0007018036524966701,0.0006951039294851972,0.002675381153307857,0.0009550736902736454,0.0013185533762387644,0.0006518585521816792,0.0008555443241996967,0.002232736590759878,0.00039458418799621426,0.0013026752599379972,0.0007852723329650696,0.0006030877914035767,0.00032903347266302933
新疆,0.0003061338326316856,0.00040096409139635307,0.0005004561987129093,0.00041482123279995136,0.00033361288173500907,0.0004866398404305369,0.0003993182933722253,0.0005999465741876173,0.0003445867303103751,0.00038447785235964775,0.00045673438936052395,0.0003046199467614131,0.0003327847591561029,0.0,0.00033279035031880225,0.000331276858963077,0.00042808995731043024,0.00040927466157864023,0.00030998667251377145,0.00029596974695498537,0.00036183215835615276,0.00035130939841428974,0.0006160225299772014,0.00028879965610625587,0.00038896958393501056,0.00034392950006970654,0.00043421411005748357,0.00047251948155664403,0.0006945895875487506,0.0003270668980416466
江苏,0.003683715117420883,0.0005720271666779272,0.0008596182254909125,0.001111433112082854,0.0006964274349122174,0.0007125522624777975,0.0012492531754845844,0.0007471494293018221,0.007068349940074935,0.0018512196211009344,0.0011636067959260245,0.0008858660555980463,0.0006886198608295718,0.00033279035031880225,0.0,0.0021513287313387535,0.001295225405375735,0.0017805704981959665,0.004247263213116328,0.0006338515606362611,0.0022009281575364457,0.0014251663534880627,0.000691750024273882,0.0015026830868980238,0.0007598934799457701,0.0008615474030246215,0.0008310098881051194,0.00105655482430034,0.000610380429418575,0.0005993883029809089
江西,0.00164481585951082,0.0007312143395302422,0.0007124411865673782,0.0008003620418595626,0.0005297178573144385,0.0008597514105188253,0.0008561595281823761,0.0007118711869961985,0.0026422563152783784,0.001116701180285391,0.0009373251045917341,0.0014920825362130404,0.0010011942105006126,0.000331276858963077,0.0021513287313387535,0.0,0.000952647169565416,0.001412015063008948,0.002223895532318129,0.0008979259840226565,0.0038145525620699628,0.0034538649438358403,0.000715534893746039,0.002251527347411878,0.0010711528267044355,0.0006211754971033165,0.001090855348322957,0.0011051558345388807,0.0006302020861944074,0.00047171933398388227
河北,0.001010491169731728,0.0005482567031678869,0.002546836978000366,0.003785000595997634,0.0008965295341219945,0.0007934020648458922,0.003807171308615185,0.001390056314573068,0.0013647011711719452,0.0037281704905571156,0.005795968448148431,0.0006012755749386903,0.0005579943158095423,0.00042808995731043024,0.001295225405375735,0.000952647169565416,0.0,0.002679923104470075,0.000993349515693958,0.000489475783497269,0.0012050382747636106,0.0009054006619917632,0.0010282775369962283,0.0007115879629835388,0.0006808138150155279,0.0011528801172722945,0.0008334761411422744,0.0015334410250186948,0.0008810130326762726,0.000758564949495149
河南,0.0012097719597729821,0.0006628289822322812,0.0014362821966876764,0.0016092992578497663,0.0007021384608825978,0.0009935226223477989,0.00173070565991492,0.0012865429404417008,0.0021481714492792817,0.002710368461170828,0.0027869970745306497,0.0007727699287707866,0.0007018036524966701,0.00040927466157864023,0.0017805704981959665,0.001412015063008948,0.002679923104470075,0.0,0.0012734782531821495,0.0005988419045502043,0.0021374349236456397,0.0013647525946153182,0.0011071926473098612,0.0009040592631707071,0.0008881751712500876,0.0008652707907218358,0.0011242715109113046,0.00229523129512113,0.0009152810861112615,0.0006091972178680206
浙江,0.006096071724665466,0.0005519796701451861,0.0007151030999331143,0.0008911332646013172,0.0006331734207791759,0.0006489222003010342,0.0009811334820311606,0.0006402527650066799,0.003080979596051319,0.0013020224654229314,0.0009139757080359658,0.0009538194463132595,0.0006951039294851972,0.00030998667251377145,0.004247263213116328,0.002223895532318129,0.000993349515693958,0.0012734782531821495,0.0,0.0006632959957194517,0.0017786118795625762,0.001363269990092799,0.0006071654882505328,0.0021022953012766387,0.0007265691057790393,0.0007616528724088946,0.0007590750951207913,0.0008759569188553445,0.0005433115107979549,0.0005524766719155589
海南,0.0005985736526092095,0.0010415827766020243,0.00043199872191788903,0.00043775128571349817,0.0003338864175052825,0.000747243248916469,0.00044994918659400495,0.00047925797942127604,0.0006726358986186211,0.0005099548199311106,0.000501607947779168,0.002175577148528791,0.002675381153307857,0.00029596974695498537,0.0006338515606362611,0.0008979259840226565,0.000489475783497269,0.0005988419045502043,0.0006632959957194517,0.0,0.0008071112882417044,0.0010564957013800876,0.0005286332725346615,0.000879315717593688,0.0012252404403851995,0.0003681737485606742,0.0008891807049702609,0.00062960844192927,0.0004941829858615463,0.0003099649809127766
